Age,Total Work Experience,Number of years in city,Cost to Request Ratio,Cibil score,Overdrafts past12months,Total bounces past12months
48.8,1,5,1,516,0,0
32.1,3,5,0.849929724,754,0,0
31.4,3,4,0.714285714,837,0,0
43.4,3,4,0.9,593,0,1
37.5,3,5,1.140065147,714,0,0
68.58,2,3,0.417963126,840,0,1
27.83,2,4,0.572565851,763,0,0
45.11,3,3,1,424,0,0
48.7,1,5,1.199730997,754,1,4
27.11,1,4,0.541310665,814,0,2
42.4,2,3,1.063435069,804,0,0
46.17,2,3,1.197895796,823,0,0
47.92,2,6,1,779,0,0
55.2,3,3,0.999869232,847,0,0
43.5,2,3,0.999347771,829,0,1
32.42,3,2,0.962650446,772,0,5
53.58,1,4,0.999896642,852,1,1
32.4,2,3,0.599764649,806,1,2
34.25,2,5,0.820516781,747,0,0
36.7,2,3,0.424990239,801,0,1
50.6,3,4,1,735,0,0
50.1,2,5,0.995712462,817,1,1
38.25,2,2,1.211413453,749,0,0
45.7,2,5,0.959312365,703,0,0
35.1,4,4,1.199656497,737,0,0
45.3,1,6,1,748,0,0
25.42,3,2,1.092319744,731,0,0
45.25,1,5,0.997624703,577,0,0
28.5,2,6,1.288822345,781,0,1
37.67,1,6,1.199728177,795,0,0
26.58,3,3,0.412301312,773,0,0
44.1,2,3,1.243900224,820,1,6
45.9,1,3,1.199998154,811,1,3
20.1,3,4,0.75,725,0,0
51.92,2,3,0.849365491,851,0,1
42.67,2,2,0.490973935,813,0,0
43.5,1,4,0.789193016,796,1,3
33.67,3,6,1.199844045,806,0,1
56.58,2,6,0.87082223,778,0,1
41.67,1,4,1,804,1,4
29.58,2,3,0.800857735,797,0,0
24.83,3,3,1.123244649,730,2,11
26.5,3,3,1.119699025,832,0,0
37.6,3,2,0.799779543,769,0,0
19.58,3,4,1.181705213,804,1,2
66.12,1,6,0.483617459,786,0,1
29.7,3,4,0.716236179,742,1,2
46,2,4,0.636727729,786,1,3
29.5,3,3,0.947480649,757,1,5
44.42,2,3,1.412421897,730,1,0
42.83,3,3,1.175401558,582,1,1
37.9,1,2,1,775,0,0
62.2,3,5,1.092542251,823,0,2
27.6,3,5,0.795566648,769,0,0
41.58,3,2,0.961970115,805,0,0
41.75,2,4,0.918328395,741,2,7
33.12,3,6,1,792,0,0
55.67,2,4,1.343622154,828,1,1
24.25,3,3,0.381674322,760,0,0
45.67,2,5,1.199791254,752,0,2
49.11,3,6,0.87801363,642,0,0
52.8,1,4,1,721,0,0
31.67,2,3,1.043156332,704,0,1
46.9,3,3,1,577,0,0
40.9,2,3,0.849794535,662,0,1
40.6,2,3,1.199539616,755,1,2
42.11,3,4,0.988010236,714,0,0
69.11,1,4,0.923925798,819,2,7
40.2,3,6,1,468,0,0
34.3,3,3,1.198624806,817,1,6
32.1,2,2,1.200543466,617,1,1
31.42,3,5,1.197976402,803,0,0
28.6,3,3,0.697292935,731,0,0
54.42,1,5,1.046396816,755,0,0
39.6,3,3,1,733,0,0
39.6,2,3,0.882519062,653,0,1
36.1,4,4,0.840417116,825,0,0
31.9,3,5,1,726,0,0
39.5,3,3,0.998358913,733,2,4
51.5,1,4,0.849613098,671,1,1
23.92,2,4,0.730064672,771,0,0
45.33,1,4,0.847960655,804,0,0
45.4,3,4,0.847960655,804,0,0
25.9,2,4,0.871839582,770,0,0
31.8,4,4,0.897086565,713,0,0
27.8,2,3,0.947982115,789,0,0
31.8,4,4,0.897086565,713,0,0
30.67,3,3,0.941801384,772,0,0
29.33,3,4,1,770,0,0
51.83,1,5,0.838034412,833,0,0
33,1,5,1,726,0,0
40.42,4,4,1.1961868,820,0,0
53.58,2,4,1.1974765,697,1,5
57,1,4,1.097784671,737,1,0
25.12,3,4,1,774,0,0
44.33,4,6,1.462070955,810,1,1
26.92,2,6,0.91358909,771,0,0
29.33,1,6,1.19986762,769,0,0
44.8,2,5,1.043991921,779,1,1
32.5,3,4,0.849913786,734,0,0
45.92,2,5,1.198491311,821,0,0
40.5,2,3,1,782,0,0
30.8,4,5,1.000004892,781,1,5
55.67,3,3,0.909383359,741,1,2
34.42,2,3,0.373522625,843,0,1
35,1,3,1.138901719,781,2,9
37.7,4,3,1,782,0,0
37.58,4,3,1.196118595,782,3,7
38.17,1,4,0.430107527,757,0,0
31.33,3,3,0.655098715,813,0,0
39.1,2,3,0.681968215,720,0,0
46.67,3,4,0.958326546,722,0,0
49.4,1,2,1.199119816,640,0,2
31.11,3,6,1,792,0,0
44.2,2,3,0.926519799,714,0,0
60.42,1,6,1.199200233,818,0,1
38.1,3,2,1.196565154,809,0,0
32.33,3,2,0.79873337,779,0,0
36.83,3,2,0.907924364,731,0,0
34.7,3,4,0.849263259,721,0,0
36.8,3,3,0.833333333,609,0,0
35.1,3,5,0.79074637,564,0,0
38.2,3,4,1,585,0,0
22.6,2,3,0.842112355,654,0,6
34.9,3,3,0.692306627,496,0,0
51.7,3,5,0.755021432,817,0,0
45.11,3,3,1.199585755,722,0,0
30.11,3,4,0.869565217,781,0,0
48.12,3,6,0.57842234,723,0,0
29.67,3,6,0.557441566,732,0,0
38.11,3,3,0.777777778,736,0,0
48.1,3,3,0.848270507,580,0,0
38,3,6,1.165384615,736,0,0
44.1,2,3,0.51314726,621,0,2
59,1,5,0.888962054,789,9,9
50.5,1,5,1.235974026,759,0,0
36.58,2,5,1.199696183,613,1,1
21.67,1,5,0.449445145,771,6,9
37.5,1,4,0.815918017,648,0,0
45.7,3,5,1,804,0,0
41.1,1,4,1.213311332,806,1,1
43.4,1,4,1.039092747,772,0,1
40.25,1,6,1.048199809,794,0,0
34.12,2,3,0.999044528,813,1,1
49.25,4,4,0.868336961,787,1,3
38.11,1,3,0.692550511,713,1,2
35.6,3,4,0.424924322,714,0,0
44.33,1,6,1.170767132,817,1,1
31.92,3,3,0.62277026,793,0,5
53.25,1,2,0.624691381,814,0,0
28.67,3,3,0.950412241,758,0,0
27,3,3,1.279031347,693,0,0
50.5,4,3,1.429096403,755,0,0
40.08,2,2,1.192627726,806,1,2
37.8,3,4,0.540291325,653,0,0
29.11,3,4,0.95,553,0,0
26.5,3,5,0.670516324,772,0,0
33.9,2,4,1.65395875,761,0,0
39.8,1,3,1,748,0,0
45.08,2,3,1.6281589,637,0,1
47,2,4,1.199403168,805,0,1
62.1,3,4,0.898264141,578,0,0
47.7,3,3,1.199711355,810,1,9
45.58,1,2,1.198816255,810,3,6
72,1,6,1.072093602,803,0,0
43,1,2,0.152457617,747,0,0
26.8,2,4,0.737230482,783,1,3
70.2,3,3,0.777385448,850,0,2
40.9,3,4,0.949662142,789,0,0
48.8,1,4,1.068538102,722,1,1
56.8,2,3,1.198741694,738,0,0
36.1,3,4,1,510,0,0
51.8,3,4,1.19832495,609,1,2
27.75,2,4,1.199490643,815,0,4
19.42,3,3,1.199762496,802,1,1
30.1,3,4,0.731691426,676,0,0
49.12,1,6,0.906476959,680,0,0
36.1,1,6,0.481331556,737,0,0
36.83,1,6,0.481331556,737,0,0
34.11,3,5,0.714285714,552,0,0
33.1,3,5,0.833333333,627,0,0
33,1,3,0.673415185,645,0,0
53.3,3,5,1,767,0,0
24.6,3,6,0.449590685,616,0,0
34.11,3,4,1,781,0,0
35.75,3,3,1.26667487,785,0,0
28.7,1,5,0.80675709,737,0,0
28.25,3,3,0.848907645,773,0,0
30.12,3,3,0.879374598,775,0,0
34.11,3,4,0.798534799,727,0,0
40.92,3,4,0.756544107,776,0,0
47.2,3,3,0.728979863,605,0,0
29,3,6,1.580920547,744,0,0
36.1,3,4,0.897722478,788,0,0
63.25,3,5,1.18950898,818,0,0
38.3,4,6,1,789,0,0
47.75,3,6,1.196728168,796,0,0
49.2,3,5,1,791,0,0
43.92,3,3,0.848312179,718,0,0
35,1,6,0.718001371,789,0,0
41,3,5,1.928367573,772,0,0
56.9,3,4,0.923147934,781,0,0
49.17,1,4,0.897827258,791,0,0
29.1,3,3,0.449907019,731,0,0
26.9,3,4,0.89719487,721,0,0
33.17,1,4,0.885940479,760,0,0
42.75,2,3,0.899694522,795,0,0
41.8,3,6,1,524,0,0
33.11,2,3,0.698080279,547,0,0
27.08,3,6,0.627531042,736,0,0
37.08,2,3,0.898229994,788,0,0
63.1,2,4,1.240605787,617,0,0
45,1,4,1.285644494,803,0,0
35.1,3,3,0.618561165,796,0,0
30.58,1,3,0.757953168,785,0,0
26.1,2,5,1.856772298,734,0,0
43,2,4,1.029721893,789,0,0
46.33,2,3,0.879525525,802,0,0
26.5,1,4,0.735098182,696,0,0
34.2,3,4,0.807582663,808,0,0
48.4,3,5,0.833333333,747,0,0
39.4,2,4,0.6875,564,0,0
31.08,1,5,0.880516805,748,0,0
36.67,3,6,0.906700517,780,0,0
53.8,3,3,0.925,813,0,0
49.33,3,3,0.819905889,720,0,0
31.1,3,6,0.798335236,721,0,0
31.1,3,6,1,785,0,0
24.1,3,6,0.428571429,789,0,0
39,3,5,1.070367995,729,0,0
32.1,2,3,1.486290457,766,0,0
36.33,3,4,0.815890164,761,0,0
44.17,3,3,0.688365792,810,1,1
30.25,3,3,0.51625239,733,0,0
55.08,2,3,0.437474663,817,0,0
48.5,1,4,1.15510255,782,0,2
34.58,2,6,0.512001092,776,0,1
45.12,1,5,0.744970149,658,0,0
40.92,3,5,0.87804878,769,0,0
56.1,3,5,1,753,0,0
56.42,1,3,1.198265747,788,0,0
49.1,2,6,0.465828514,580,0,0
34.25,2,5,0.747653498,773,0,0
36,2,6,0.656346513,743,0,0
35.2,2,2,0.99525933,704,0,0
45.83,1,4,0.699394688,789,0,0
50,1,6,1.305970149,682,0,0
39.08,1,4,0.735588131,745,0,1
42.5,3,4,0.387691054,758,0,0
45.42,2,4,0.608497178,731,0,0
53.25,3,4,1.247653311,735,0,1
50.33,1,3,1.081061602,844,0,1
29.42,2,6,0.668358221,688,2,10
34.33,2,3,0.660426683,802,0,5
30.42,2,6,0.578592093,716,0,0
57.58,4,4,1.387175937,826,0,1
42.67,1,4,0.456873432,737,3,2
43.42,1,5,1.522098192,754,0,2
43,1,3,1.162790698,605,1,1
38,2,4,0.666666667,804,0,0
37.08,3,1,0.615384615,800,0,0
43.33,4,4,1.233045623,752,3,2
36,1,5,1.159091321,765,1,9
35.92,2,3,1.05672872,736,0,0
36.33,3,3,1.088051331,817,0,2
45.5,1,4,0.355460682,619,0,0
30.83,3,3,0.977574442,771,0,1
39.67,4,3,0.573600473,785,1,3
38.67,2,3,0.631219086,843,1,3
51.33,3,5,0.860380156,858,1,4
61.11,1,5,0.830009184,731,0,0
52.11,3,2,0.317717013,752,1,1
33.7,1,5,0.939731274,788,0,9
52.83,2,5,0.969140416,628,1,4
43.5,4,3,0.84969602,797,1,2
33.17,3,3,1,824,0,0
59.1,5,6,0.281221627,806,0,1
42.58,2,5,0.63200139,770,0,0
30.11,2,5,0.4,763,1,3
34.6,2,4,0.451795809,802,0,0
35.5,2,3,0.783160837,739,0,3
26.1,3,4,0.332260642,777,0,0
44.6,1,3,0.797651125,748,0,1
46.9,3,3,0.248372555,770,0,0
50.1,3,4,0.75,774,0,0
40.83,1,3,0.778410885,559,1,2
41.42,3,4,0.849950582,770,0,0
46.9,1,4,0.694836899,748,0,0
41.92,1,4,0.658455724,827,0,0
44.6,1,6,0.385276282,791,0,0
26.92,3,4,0.679289373,627,0,0
47.08,1,3,0.369660485,783,0,0
41,3,4,1.354096141,779,0,2
53,3,4,0.65681445,799,0,0
32,3,4,0.724112962,821,0,0
28,3,3,1.371998753,777,1,2
53.5,4,4,0.888888889,747,1,7
35.75,1,4,0.857142857,814,0,0
56.42,3,6,0.678541137,635,1,5
31.92,2,5,0.833333333,820,0,1
36.5,4,4,1.348314607,792,0,1
41,2,4,1.521628499,533,0,0
32.5,3,4,0.928571429,783,1,1
52.58,1,3,1.549295775,649,0,1
36.42,3,3,1.856148492,779,3,2
57.75,1,5,1.296708522,813,0,0
38.83,2,5,1.112501738,861,0,0
47.08,2,5,3.29344048,648,0,1
46.58,2,4,0.833854492,786,0,4
48,1,5,0.770884093,838,0,0
30.25,2,4,1.209550612,723,0,1
27.08,2,4,0.364596911,770,0,0
47.5,3,5,1.441358336,822,0,1
38.58,3,5,1.471367194,776,0,1
34.92,2,5,0.980593538,800,0,0
69.83,1,4,1.336382513,811,0,1
36.5,1,4,1.271294177,812,1,1
57.75,2,3,0.75,843,0,0
56.83,1,4,1.664292276,819,0,1
29.33,3,4,1.242791808,748,1,1
48.3,1,3,0.874230313,611,0,0
55.12,1,3,2.046423108,768,0,2
37.1,4,6,0.45,794,0,0
37.83,4,6,0.454073722,794,0,0
47.5,2,4,1.130275561,769,1,2
49.25,1,4,0.716237359,760,0,0
27,3,1,0.465332713,716,0,0
34,1,4,0.561797753,813,0,3
27,2,3,0.880115672,750,1,5
37,3,3,1.327140013,759,0,2
47,3,4,0.924822229,733,0,0
34,2,4,0.646203554,769,0,0
27.25,3,5,0.887902331,789,2,2
40,3,6,0.490797546,722,0,1
35,3,1,0.666666667,570,0,0
27,2,5,0.945067927,719,3,3
66.75,1,3,0.877419355,810,0,2
30.75,3,2,0.951625694,676,0,0
33,2,3,0.932642487,774,0,0
33.25,3,3,0.938416422,697,0,0
42.42,1,5,0.67844523,754,1,8
26.25,3,4,0.736919676,604,1,1
59.75,1,3,0.712589074,755,0,0
40.33,1,3,0.669269381,773,0,0
60.08,3,3,0.432198811,771,0,2
39.67,1,3,0.893854749,701,1,4
26.83,3,1,0.634005764,753,0,0
26.67,2,3,0.775,783,0,0
64.83,1,6,0.636942675,828,0,4
40.42,2,3,1.045296167,765,0,0
39.83,3,4,0.640266351,749,0,7
36.08,2,3,0.991456234,722,0,2
38.42,1,5,0.114285714,706,1,2
48.33,3,1,0.666666667,717,0,0
37.33,3,4,0.751526538,731,0,0
35.58,2,4,0.768075702,796,1,1
35.42,2,3,0.991350178,715,0,0
29.25,2,4,0.793164823,766,0,0
33.75,3,1,0.666666667,678,0,0
30.08,3,1,0.9,766,0,0
29.17,1,5,1.114421355,754,1,7
38.17,3,3,0.961158223,767,0,3
40.08,1,4,1.131448167,766,1,1
39.25,2,5,0.810469975,809,0,0
29.08,2,3,0.830711055,652,1,5
61.5,3,4,0.47428978,752,0,0
40.42,1,4,0.998417018,664,1,1
35.58,2,4,0.831589306,769,0,0
38.92,2,4,6.997215108,703,0,0
51.33,1,3,0.98270651,807,0,0
39.17,3,3,0.966000641,805,0,0
24.58,3,2,0.798885395,719,0,0
45.67,3,6,0.83591911,725,0,2
49.5,1,5,0.916133897,691,1,1
59.67,2,5,1.156342195,803,0,0
59.75,1,2,0.843976819,772,0,0
44.42,2,3,0.688260513,598,0,0
51.58,2,3,0.848568777,675,0,0
37.08,1,3,0.755941702,687,0,0
51.08,1,3,0.645624057,812,0,0
35.08,2,3,0.686966528,579,0,3
34.83,3,3,0.797143039,769,0,0
32.58,3,3,1.164330728,681,1,4
43.25,1,6,0.973422326,718,0,0
37.67,2,6,1.00838703,784,0,1
25.33,3,3,0.892857143,638,0,0
31.5,3,3,0.644977011,648,1,0
32.42,2,5,0.925818771,681,1,5
31.75,3,3,0.732519748,855,0,1
39.25,3,3,0.807068382,758,0,0
48,1,4,0.659870006,767,1,1
49.58,3,3,0.808979674,730,0,0
37.58,3,3,0.952364626,749,1,4
30.83,2,3,0.81021388,750,0,4
36.58,2,3,0.56,758,0,0
51.75,1,5,1.065446659,793,0,0
29.67,3,3,1.48308981,652,0,8
39.67,1,4,0.833333333,818,0,0
27.33,3,3,0.652758558,727,0,0
39.75,1,4,0.68809107,767,0,0
42.75,2,4,0.533608106,808,0,0
38.5,3,3,0.341313237,611,0,0
29.83,3,6,0.398591492,722,0,0
27.25,3,3,1.205623026,719,0,0
34.83,2,4,0.665437825,702,1,1
31.83,2,5,0.052632667,797,1,1
22.42,2,6,0.276416172,749,0,0
42.75,2,3,0.458333333,703,0,0
50.25,3,3,0.73183864,732,1,3
43.67,2,3,0.875822397,763,0,0
27.42,2,4,1.417504766,777,0,1
39.42,1,6,0.760373669,751,2,6
34.83,3,5,0.520474152,742,1,7
32.25,3,3,0.972801358,720,0,0
29.58,3,4,0.822103871,747,0,0
44.5,1,4,0.980752041,677,0,4
28.92,2,3,0.539662495,741,1,1
50,3,6,0.883757484,696,0,0
31.75,2,3,0.811684257,811,0,0
40,3,6,0.622260498,704,0,0
32.83,2,3,0.666666667,740,0,0
58.08,1,4,0.903150641,741,1,1
24.83,1,2,1.046410988,711,1,1
44,2,6,0.986779841,730,1,1
30.25,2,4,0.863431103,563,0,0
38.08,1,6,1.109755864,624,1,10
44,3,3,1.030436625,742,1,4
43,2,3,0.818181818,749,0,0
29.08,2,2,0.96253802,515,6,11
43.42,3,2,0.930755898,771,0,0
37.75,3,5,0.97935269,685,0,0
34.5,3,4,1.255855426,606,0,0
26.4,3,5,0.489908857,842,0,1
28.58,2,5,0.973395163,717,3,7
40.2,3,2,0.794548339,602,0,0
38.42,3,3,0.898293633,789,1,1
33.5,3,3,0.821355236,653,0,0
33.1,2,3,1.044386423,694,2,8
56.83,1,4,0.696977004,762,0,0
26.11,3,3,0.666666667,731,0,0
30.92,3,5,0.529523899,779,0,0
24.08,3,3,0.463370557,766,0,1
28.7,2,3,0.891138519,740,0,0
34.33,3,3,0.972442372,753,1,9
42.7,1,4,0.708592302,604,0,0
34.67,2,3,0.960757846,764,0,1
58.9,3,3,0.714285714,745,0,0
42.12,2,3,0.748116616,725,0,0
56.1,3,4,1.112006207,635,2,12
36.83,1,3,1.011613321,737,3,8
23.92,3,3,0.61229788,737,0,0
36.58,3,4,0.834554073,754,1,5
55.7,1,5,0.942360519,736,1,1
36.58,3,3,0.670004181,710,0,1
38.25,2,4,0.563707102,547,0,0
65.6,2,4,0.556483027,548,0,0
47,3,3,1.25,737,3,7
48.5,3,3,0.889476226,687,0,0
34.08,3,4,1.106153903,538,5,11
46.17,3,3,1.085778688,717,1,3
37.3,3,3,0.933333333,729,0,0
42.33,2,3,0.861570043,762,0,1
54.67,3,3,0.267354302,744,0,1
31.2,2,3,0.601041003,707,0,0
39.08,3,4,0.791503683,600,2,11
33.5,3,4,0.958230723,728,1,5
46.1,1,6,0.865350452,585,0,0
31.67,3,3,0.750731024,717,2,10
42.7,1,5,0.901187196,763,0,2
30.3,2,4,0.651931565,763,0,1
27.5,2,4,0.664609542,731,1,1
29.2,3,5,0.460429489,745,0,4
26.67,3,2,0.571428571,662,4,11
34,1,4,0.485970408,735,0,0
30.9,3,3,0.963029305,593,3,2
27.83,3,6,0.697859896,722,0,0
29.11,1,4,0.996688999,583,0,1
35.42,1,6,0.948053514,722,0,3
39.67,1,5,0.6,706,0,0
30.1,2,3,4.394702918,694,6,9
69.12,1,5,0.415082435,790,1,1
29.83,2,3,0.509131701,769,1,5
52.58,3,3,0.903225806,748,1,5
40.42,3,3,0.696716029,692,0,0
55.67,2,3,0.533865448,810,0,4
50.12,3,4,1.138623632,698,0,0
36.5,2,3,0.974081928,647,0,0
47.1,3,5,0.937163207,755,6,8
38.4,3,3,0.833333333,725,0,0
33.92,3,3,0.958637868,791,4,4
38.12,3,4,1.166666667,753,1,3
33.08,2,4,0.783146683,765,0,1
50.92,2,6,0.525610089,749,1,10
40.75,2,5,0.804215006,759,0,2
41.7,3,3,0.766666667,706,0,0
37.08,1,6,0.834893999,751,0,2
35.9,2,6,0.799894414,803,0,4
24.11,3,3,0.966834642,694,0,0
25.17,3,5,1.156910059,721,0,0
32.12,3,4,0.777073231,561,0,0
79.11,3,3,0.846515243,724,0,0
45.11,1,6,0.675002593,729,0,3
26.11,3,3,0.924902648,744,1,6
45.1,1,4,0.940755012,817,0,0
30.3,3,2,0.440369558,758,0,0
29.5,4,4,0.953010242,782,0,0
31.92,3,3,10.72526954,773,0,0
37.3,3,3,0.9375,690,0,0
54.6,3,6,0.952409978,758,0,0
32.2,1,3,0.897036192,753,0,0
40.5,3,3,0.818181818,663,0,0
40.83,3,3,0.964275521,833,0,0
28.7,3,3,0.626607547,621,0,0
50.7,3,3,0.75,589,0,0
36.3,3,4,0.916529187,661,0,0
32.33,3,3,0.366119318,794,1,1
32.12,1,5,1.070197844,769,0,0
50.1,1,3,0.820637389,730,0,0
50.5,3,6,0.684776059,780,0,0
29.67,3,6,0.788014613,710,0,0
42.12,1,6,0.585992437,771,0,0
37.9,2,3,0.872600349,800,0,0
40.8,3,3,0.826495233,776,1,2
36.9,3,3,0.8,715,0,0
39.25,2,3,0.737658693,759,1,3
26,3,3,0.737428685,665,0,0
57.6,2,4,0.759083862,758,1,9
29.4,3,3,1.174746475,759,0,2
32.1,3,3,0.744680851,724,0,0
42.08,3,3,0.940113298,724,0,0
32.7,3,3,0.883749786,721,2,12
40.58,3,4,0.653214187,561,1,2
34.08,1,5,0.481037502,730,0,0
29.92,3,5,1.463510119,726,1,2
32.33,3,2,0.429038345,774,0,3
50.1,3,6,0.915107045,781,0,2
35.6,3,6,0.903756691,765,0,0
41.58,3,3,1,762,0,0
48.2,3,3,0.42480993,723,0,3
28.67,3,4,0.479171991,773,0,0
43.12,3,3,0.714285714,556,0,0
32,3,5,0.896298288,735,1,8
32.67,3,3,0.502830216,772,0,0
30.92,2,3,0.913322637,729,1,8
50.83,3,3,0.552468891,724,0,0
42.25,3,3,0.843709792,734,1,2
31.12,3,4,1.276872359,750,1,4
36.9,3,5,0.813193247,727,0,0
22.75,3,3,0.966895902,720,0,0
30.67,3,3,0.674154273,767,0,0
43.5,2,5,0.693368375,797,0,0
26.1,3,3,0.366421463,757,0,0
44.75,2,6,0.728368665,731,2,5
27.9,3,5,0.827979069,818,0,0
29.9,3,2,0.866170832,812,0,0
29.12,2,5,0.827578216,721,4,6
37.17,3,3,0.878155873,787,0,1
37.1,3,3,0.83192927,546,0,0
23.42,2,3,1.421802632,794,1,6
38.92,1,5,1.007500382,756,1,5
32.1,3,3,0.670119177,729,0,0
39.3,1,5,0.876117049,743,0,0
35.25,3,3,0.961794764,811,0,0
36.83,3,3,0.811224097,750,0,0
27.9,3,3,1.234242833,725,0,0
24.42,3,3,0.906855099,775,0,0
41.92,3,3,0.846351018,696,0,0
33.92,3,3,0.892217853,821,0,0
28.17,2,3,0.777258454,745,0,0
23,3,4,1,726,0,0
56.33,3,3,1.197145016,803,0,0
33.3,3,3,0.7,726,0,0
34.33,3,2,1,589,0,0
32.08,2,3,0.476403471,746,0,0
34,3,3,0.100275758,788,0,0
38.1,3,4,0.516167218,784,0,0
39.12,3,3,0.706910284,724,0,0
30.11,3,3,0.333333333,729,0,0
26.9,3,3,0.875,748,0,0
55.92,2,2,0.762204417,800,0,0
28.5,3,3,0.860496334,666,0,0
43,3,6,1,674,0,0
36.17,2,6,0.543070958,556,0,0
22.92,2,3,0.434323736,779,0,0
37.83,3,4,0.880478041,704,0,0
35.17,3,3,0.648579934,663,0,0
40.58,3,3,0.766045787,802,0,0
29.6,3,3,0.831026246,731,0,0
51.5,3,2,0.429334417,722,0,0
46.1,2,5,0.640739462,702,0,0
31.5,2,4,0.682442927,577,0,0
33.42,3,2,0.610264297,747,0,0
53.6,3,6,1.006687762,778,0,0
58.83,4,6,0.627669163,765,0,0
25.92,2,3,0.905239526,765,0,0
28.08,2,4,0.991942123,726,0,0
33.92,3,3,0.988353245,823,0,0
23.25,3,3,0.463266445,725,0,0
28.8,3,3,0.873695645,795,0,0
35.58,3,3,0.926283574,748,0,0
37.3,2,4,1.600597556,695,0,0
42.9,1,3,0.720627234,602,0,0
36.92,3,4,0.909259235,551,0,0
43.08,3,3,0.814198458,629,0,0
36.17,3,4,1.166409526,760,0,0
49,3,4,0.492923034,723,0,0
28.83,3,4,1.140112187,604,0,0
45.25,2,2,0.943428861,754,0,0
23.08,3,4,0.672071114,781,0,0
28.5,3,2,0.936757181,774,0,0
30.83,3,3,0.925955934,693,0,0
23.2,3,4,1.192112423,634,0,0
51.1,1,4,0.678930259,712,0,0
50.1,3,4,0.926283574,794,0,0
48.5,1,3,1.030867613,747,0,0
41.42,3,3,0.823744656,783,0,0
42.17,3,5,0.965081854,672,0,0
34.8,3,3,0.827856091,707,0,0
23.58,2,3,0.236663835,746,0,0
25.42,3,5,0.230700021,724,0,0
33.83,3,3,1.119775687,792,0,0
51.42,3,3,0.894546519,722,0,0
40.11,3,3,0.865642406,532,0,0
55.11,1,3,0.963878648,743,0,0
36.08,2,4,0.935696392,732,0,0
67.12,1,4,0.640019115,744,0,0
41.2,1,4,0.734428284,765,1,2
39,2,6,1.133622331,737,1,1
46.5,3,4,0.923076923,640,0,0
26.75,3,3,0.744429804,762,0,0
36.3,3,3,0.770717364,730,0,5
45.3,3,3,0.941176471,729,0,0
32.1,3,3,0.928246542,687,0,0
34.08,3,3,1.193932096,634,0,0
47.11,2,3,0.8,740,0,0
47.92,1,3,0.955071829,795,1,1
30.6,1,6,0.759121605,630,0,0
38.33,1,6,0.656229985,731,1,6
39.08,2,4,0.687443501,598,0,0
39.1,2,3,0.8,598,0,0
30.6,3,5,0.699797212,719,0,0
22.4,3,3,0.791215666,727,0,0
42.33,1,4,0.810691205,762,1,3
26.12,3,3,0.79982084,683,0,0
23.25,3,3,0.948129996,766,1,1
39.4,3,3,0.857142857,823,0,0
34.17,2,3,2.118697933,781,2,2
25.4,3,3,0.625,743,7,9
34.83,2,4,0.75998283,728,0,1
40.42,3,4,0.986200367,760,0,0
28.08,3,4,0.558210934,777,1,2
40.08,3,2,0.637351338,765,0,0
29.25,3,3,1.690159889,787,0,0
36.1,3,3,0.8,730,0,0
50.4,2,3,0.909090909,645,0,0
21.25,2,4,0.414037528,764,0,0
35.67,2,3,1.05833097,734,1,10
43.5,3,3,0.646876557,778,4,3
39.92,2,3,1.293021241,624,1,1
30.2,2,3,0.9,716,0,0
30.11,3,4,0.097868234,787,1,1
43.92,1,3,0.875656743,772,0,0
35.1,3,3,0.571428571,724,0,0
25.92,1,3,0.915847365,811,0,0
29.42,2,3,0.618877334,851,0,6
33.1,2,4,0.510928186,789,0,0
30.08,3,4,0.726737144,732,2,7
58.3,2,5,0.632235712,769,0,1
29.33,1,4,0.791930231,745,0,1
43.11,2,4,1.25863061,745,0,6
41.11,2,5,1.293365466,769,0,0
49.9,3,3,0.75,711,0,0
46.67,1,5,0.938768254,754,0,1
38.58,3,2,0.90150881,782,0,0
45.25,3,6,0.669367341,784,0,1
32.7,3,2,0.770328982,720,0,0
41.92,2,3,2.606255012,784,0,1
46.6,2,4,0.991320002,665,0,0
27.83,1,5,0.972222222,771,0,1
52.75,1,2,0.976196426,757,2,5
31.1,3,3,0.962334238,686,0,0
29.3,3,3,0.882352941,725,0,0
37.2,2,3,0.666666667,501,0,0
48.25,1,4,0.840774185,610,0,0
45.08,1,2,0.82429358,693,0,7
51.3,1,4,0.609951622,783,1,3
26.1,3,3,0.768996521,765,0,1
32.58,3,4,0.759482309,731,0,0
40.3,3,3,0.703542906,757,0,0
55,1,3,0.799999174,739,1,6
42.42,3,3,0.513576919,767,0,1
60.8,3,5,0.740758299,732,0,0
29,2,3,0.510550727,783,0,2
40.2,3,5,0.745425667,712,0,2
34.42,1,5,0.889815088,758,1,10
24.58,3,2,0.88828091,732,1,1
32.42,3,5,0.949453471,726,0,1
50.58,1,3,0.902708351,684,2,6
41.5,3,3,1.043478261,708,1,3
25.42,3,5,0.688386326,726,0,0
29.25,3,3,0.929247124,700,1,1
46.5,2,3,0.75,735,0,0
46.5,3,3,0.75,735,0,0
37.33,2,3,0.998053795,709,2,11
35.5,2,3,0.833333333,697,0,0
31.11,3,2,0.841309751,756,0,0
54.5,2,5,0.583760938,781,0,1
41.6,3,6,1.330787448,681,1,3
25.7,2,3,0.653963213,751,2,12
52.8,1,4,0.754389605,769,0,2
46.42,4,4,1.15140669,714,0,2
33.11,3,3,0.917967375,654,0,0
