Period_Sales,Period_DeliveryDelay,Cost_Manufacturing,Cost_Indirect,Cost_Packing,Percent_Margin,Amount_Margin,Amount_Net,Amount_ChannelMargin,Percent_Tax
31,11,70,35,153,37,1437,4777,2371,16
27,9,60,28,185,10,910,3978,1275,12
5,19,51,7,148,53,1135,4924,1566,1
56,14,29,19,141,20,899,5355,1315,6
13,16,91,47,189,20,1157,3824,1556,4
52,21,41,13,112,17,716,5867,1253,4
40,18,35,32,155,41,717,3294,2008,14
2,13,40,37,160,55,1246,4947,1913,1
38,21,26,34,104,57,976,4103,1306,2
42,16,37,1,126,49,983,3346,1192,10
27,6,63,16,165,33,1357,4133,2120,20
28,15,81,5,152,38,1160,4241,1588,5
49,19,18,30,149,11,1377,3919,1283,23
20,20,46,11,158,47,677,4959,1104,4
11,5,21,16,181,31,1031,4709,1703,18
7,3,51,11,177,48,1379,3129,2188,11
33,6,59,45,111,36,1130,3810,1011,15
26,23,76,21,178,17,576,5473,2217,3
1,23,88,5,188,39,509,4245,2311,1
53,8,64,0,194,32,643,4167,1515,1
28,1,80,5,119,26,1005,3837,1652,2
42,23,76,29,162,28,691,4946,1296,20
8,14,36,6,100,23,1329,3512,2014,7
24,3,64,4,183,15,658,5061,1451,12
52,14,24,10,195,20,803,5979,1002,16
45,18,12,46,187,14,1356,3970,1903,11
0,17,39,26,190,40,1179,5735,2443,11
18,12,53,38,114,43,1059,3596,2179,18
41,7,14,38,115,36,665,3745,1567,20
24,24,10,18,111,30,691,5043,1996,21
37,3,59,38,187,31,775,5825,1657,22
14,20,31,49,170,41,657,3322,1307,17
33,24,11,2,181,55,924,4909,2431,1
51,22,78,2,182,44,1345,5786,1610,12
58,18,66,5,159,26,608,3719,2267,15
17,6,21,42,162,10,532,3087,2111,9
32,12,10,40,128,50,964,5012,1532,4
17,12,24,12,190,32,685,3432,1257,12
27,17,31,1,112,58,1157,3321,1577,16
38,21,43,9,176,10,750,5238,2441,22
16,8,44,16,108,59,820,4006,2314,16
49,20,20,19,173,56,877,3826,1059,10
56,13,17,3,167,34,1449,4329,1423,9
14,18,84,15,145,29,767,3078,2265,3
34,12,92,11,143,17,524,3196,1111,15
10,3,31,10,109,57,1496,4849,1986,10
47,12,48,37,105,42,1046,3951,2252,24
13,19,71,29,143,13,808,4889,2143,23
29,22,97,33,117,28,1399,4364,2484,22
11,0,68,15,174,58,622,3008,1970,13
57,14,59,23,178,30,846,5281,1844,22
13,17,36,38,133,30,772,5621,1343,3
41,0,79,12,153,56,821,3714,2117,8
11,1,55,30,149,50,566,3610,1010,14
3,1,93,35,148,45,1286,5851,1468,12
35,5,57,5,124,20,1453,4056,1673,13
26,24,32,26,122,59,1150,4034,1755,24
45,0,54,15,108,27,668,3755,1299,6
55,5,12,26,181,46,822,3623,1646,23
29,22,52,35,119,22,1141,5041,2455,17
40,13,98,11,139,56,840,3208,1014,8
26,15,42,22,104,50,822,5074,2231,14
10,2,18,37,107,58,786,4435,1552,16
18,23,19,25,150,19,875,4105,2480,1
49,15,26,24,169,17,951,4979,1317,20
30,10,36,16,143,15,667,5932,1068,2
42,17,25,45,156,11,980,3675,1469,9
33,8,56,7,143,50,913,3546,1133,12
34,7,63,14,145,19,542,5591,2037,9
37,15,71,7,133,46,601,4544,1380,7
7,10,50,45,183,44,625,5682,2084,5
35,13,70,17,153,19,1215,4814,1751,12
25,12,29,28,163,13,696,3715,2336,1
21,10,59,37,113,37,1047,3207,1785,22
37,1,56,9,177,46,514,4160,2296,23
42,2,78,29,165,19,975,3765,1178,14
59,13,65,15,120,17,1143,3784,1538,21
34,11,77,17,122,28,644,4602,2356,12
46,0,20,27,106,49,1479,3603,2070,13
18,9,82,20,145,21,508,4126,2312,12
24,18,68,31,188,22,729,4643,1782,11
14,17,65,18,159,57,1280,3866,1962,1
10,6,66,10,137,56,542,3513,2243,18
16,5,81,14,196,33,1040,5226,1362,19
3,10,81,32,158,35,1207,5140,2039,8
11,0,81,17,144,25,1144,4890,2172,20
2,5,19,28,150,55,1346,5904,1093,18
46,19,79,16,151,49,1187,4851,2373,11
37,21,30,35,101,28,1090,5064,1475,19
3,9,34,46,173,58,1217,3050,2229,15
7,8,96,36,111,24,736,5387,1309,8
13,12,57,40,190,55,1186,4774,2466,2
16,10,67,17,105,42,547,4554,2016,18
6,16,14,29,135,44,867,3316,1482,2
26,19,36,42,191,44,594,5825,2423,11
55,11,86,29,101,57,1156,4301,1115,9
27,17,21,37,112,40,578,5886,1841,19
48,13,78,39,142,59,1486,5444,2030,17
54,12,63,45,146,14,1282,3341,2102,23
35,16,47,45,183,21,954,3921,1660,23
13,11,84,48,152,33,947,4265,1892,22
35,9,42,32,166,30,1325,5711,1708,16
46,2,43,20,184,57,1319,5181,1601,18
10,13,88,41,179,41,1414,5858,2117,9
45,14,26,44,141,43,622,3018,1401,12
41,23,55,5,108,16,951,5389,2429,23
18,13,80,49,188,23,1135,4715,2031,5
12,17,71,37,197,31,1009,5142,1236,20
58,8,83,42,112,59,686,5338,2257,9
28,18,46,16,130,40,1016,4911,2260,23
20,14,55,1,180,16,1015,4575,2491,8
49,12,72,20,127,19,1254,4489,1133,18
26,6,55,17,163,24,969,4446,1967,22
21,2,34,0,127,23,1230,5442,1496,18
30,23,33,49,132,33,602,3699,2467,23
11,1,65,22,197,52,1367,3100,1677,12
21,4,85,6,175,29,883,3842,1796,2
11,12,50,19,129,38,733,4287,2351,18
18,19,84,31,168,40,555,5811,2300,6
56,23,80,21,101,35,1017,3188,1714,7
50,9,40,44,121,29,1181,4004,1563,2
6,12,14,27,139,41,1282,4371,1796,2
21,14,46,26,110,25,1229,5580,1874,18
51,9,95,42,102,32,1178,3813,1571,24
6,17,32,5,148,39,651,3708,2451,11
44,4,67,5,173,41,920,4706,1401,19
25,6,76,40,156,18,1486,5491,1070,20
54,23,91,39,191,17,1409,3365,1660,15
5,10,35,40,139,43,945,4828,2059,5
21,11,36,19,140,30,1054,5585,1465,15
5,17,30,28,108,37,998,3186,1404,24
20,2,35,34,156,38,1082,5757,1372,21
44,22,13,18,168,38,1062,4282,2285,8
50,9,92,36,180,57,1108,5929,1042,11
8,12,15,29,174,38,639,3793,1130,18
29,15,79,45,193,57,1385,5167,1337,17
2,3,79,26,100,53,1194,5499,1533,11
54,24,92,22,161,12,1187,4004,1887,22
11,22,20,21,115,35,846,4508,1971,5
35,6,60,1,154,50,1116,5907,2000,7
16,13,85,17,108,59,929,4555,1579,16
10,20,48,35,183,53,1401,4455,1208,9
51,22,95,46,117,14,1043,4446,1030,17
27,2,86,26,135,56,589,5738,2318,8
16,22,95,35,112,40,1049,5870,1341,20
25,1,76,11,158,31,793,5365,1956,13
42,10,50,30,101,21,1490,3520,1780,2
8,10,67,1,121,31,1188,3719,1290,11
44,22,20,25,152,37,1396,3093,1136,5
30,13,61,32,150,25,1029,5790,2327,2
41,0,69,28,110,18,1167,5885,1931,2
46,15,27,39,165,34,1362,4414,2380,14
40,3,81,45,156,39,559,5589,2414,5
2,9,54,47,105,53,1281,5967,1439,8
50,20,11,46,127,16,562,5176,1836,21
14,3,91,3,154,55,1120,3038,1780,14
33,9,74,0,163,56,1342,5644,1814,18
4,7,55,10,199,55,963,3163,1603,23
24,14,16,41,114,16,1454,4600,2473,11
21,5,41,43,193,56,1309,5861,1840,13
58,22,56,45,114,43,1269,4300,1270,4
52,3,54,32,187,49,1259,4851,1428,19
46,16,28,27,189,26,1065,5603,1418,7
42,17,93,1,114,51,1240,5960,1346,23
39,7,77,4,122,18,599,4441,2271,15
55,14,41,37,127,55,596,3677,1391,20
43,22,20,19,159,59,1187,4667,1603,12
23,9,35,31,184,21,1433,3144,1735,22
5,5,46,25,177,21,587,3538,2246,16
39,7,76,45,113,32,1495,3421,1893,9
56,11,12,5,192,23,1136,5474,1516,19
13,21,32,5,175,19,552,4620,1178,13
27,21,73,41,157,43,980,4183,2432,7
20,13,84,41,147,54,1477,5896,1167,7
56,21,90,16,102,19,655,3470,1884,8
12,10,47,42,114,24,821,3742,1350,17
12,22,85,41,138,24,974,4306,2447,7
29,4,67,28,123,22,930,4500,2316,24
30,2,99,0,152,27,1117,5579,1252,14
18,13,21,39,135,52,1453,3917,1103,8
40,18,99,31,144,51,1123,4714,2171,14
21,14,58,18,120,30,1121,3868,1590,3
47,16,78,3,128,40,635,4607,1258,7
46,15,76,27,184,23,910,5489,1081,7
42,2,75,20,160,11,937,3346,1913,16
36,5,40,2,105,58,772,4824,2433,9
11,4,76,30,131,37,950,5570,2249,23
44,2,49,5,175,35,1026,3186,1750,7
51,10,73,5,101,13,1142,3381,1216,22
15,2,80,45,109,25,870,5593,1162,21
48,20,13,19,175,32,1189,3990,1792,10
37,12,91,39,179,29,1298,3461,1649,21
57,3,24,28,130,59,847,3092,1514,9
12,6,58,32,124,52,635,4973,1559,24
23,13,55,28,108,19,875,5904,1488,18
37,12,63,20,184,48,886,5796,1557,11
50,23,74,36,148,43,1098,5085,1772,6
14,12,93,18,128,55,819,5919,1978,15
42,24,74,30,189,23,771,3121,2381,2
28,7,52,33,194,12,1126,3803,1157,19
49,5,50,28,196,51,555,5313,2048,21
17,24,93,33,146,27,752,3742,1012,6
42,15,47,13,175,49,1445,3970,1120,4
58,9,57,9,125,42,594,5697,2125,6
56,2,24,41,164,52,1273,4014,1862,20
4,17,42,42,197,11,812,3881,2069,6
20,6,87,35,117,15,645,4572,2426,6
19,0,27,35,115,17,1024,5479,1988,7
6,11,51,6,179,36,829,3445,1571,4
44,16,21,10,180,52,1244,3945,2133,12
35,6,58,14,164,50,851,5401,2256,5
53,20,79,21,178,31,630,4891,2415,16
57,13,16,17,117,48,1267,3072,1882,16
52,16,10,6,112,48,1489,4479,1343,15
53,23,86,30,122,39,619,4635,1481,13
11,14,36,25,150,54,614,3980,2049,15
38,13,32,40,172,25,608,3603,1440,5
12,8,34,40,116,17,1456,5662,1388,13
31,0,88,43,114,45,561,5580,2218,21
15,0,57,7,119,44,932,4855,1286,15
5,1,56,46,171,46,900,4986,1886,5
48,14,42,2,113,19,1404,4885,1614,24
15,0,49,23,141,15,1090,4172,2367,3
20,5,92,37,122,40,581,4950,1857,4
24,24,98,29,116,13,1053,5293,1574,8
20,3,15,5,179,42,1354,4917,2083,18
22,4,95,27,155,53,1271,4326,1267,6
4,15,89,13,170,48,994,4890,2380,11
31,18,90,44,188,24,927,5104,1578,2
6,2,24,27,162,43,1204,4102,2234,3
56,2,68,49,161,18,1401,4648,1254,11
7,16,60,23,117,27,1301,5765,1970,16
12,24,32,12,161,21,1427,4800,1439,7
46,5,51,0,179,38,979,3803,2151,17
2,5,51,38,138,42,1169,5772,2292,7
15,2,13,42,197,33,531,4415,1848,6
55,8,67,20,194,41,571,3889,1530,16
50,24,59,39,126,19,866,3042,1805,23
5,24,50,48,137,45,511,4349,2211,19
16,21,65,32,187,24,1037,5037,1262,8
23,16,63,13,104,31,779,3272,2244,1
27,12,89,41,177,46,976,5032,1551,5
34,23,60,32,187,35,513,3431,1971,15
5,16,64,31,168,18,698,3194,2426,10
41,21,24,25,141,45,861,3082,1117,9
2,2,87,42,166,30,1001,4061,1497,22
57,17,31,31,136,30,978,3795,2231,12
1,21,91,9,108,49,692,4065,2040,7
15,6,48,13,114,36,1440,4481,1364,19
53,7,14,15,151,27,1173,5933,2253,7
24,0,10,32,184,18,516,4445,1905,2
10,7,99,37,164,13,884,5501,1343,5
7,15,29,27,143,52,791,3571,2169,18
39,15,90,14,135,36,1221,3913,2456,14
37,8,25,17,112,23,1253,5330,2218,9
24,5,46,6,101,41,1131,3220,1008,21
19,4,31,49,132,23,1337,5286,1474,5
25,21,33,13,169,38,1227,3883,2312,8
2,5,23,26,187,56,548,3026,2211,20
59,8,81,49,153,57,1054,4225,1586,14
13,5,48,10,193,59,1282,4938,1844,13
43,16,85,31,177,58,565,4158,1802,2
2,24,33,6,116,12,1288,3909,1943,9
28,11,90,5,199,40,1059,5263,2069,2
18,14,18,43,158,38,1113,5770,1409,1
42,10,39,11,171,47,1337,4176,2047,2
59,6,74,7,177,52,655,5083,1594,15
57,24,37,8,109,17,670,4911,1499,13
28,18,34,5,166,25,963,3694,1717,6
30,2,72,25,140,53,988,5995,2226,23
21,20,41,16,134,55,1455,5070,1474,13
52,3,76,18,181,32,1465,4612,1478,23
5,12,48,8,114,20,1063,3071,1735,3
8,8,18,38,153,43,1011,3329,1301,1
2,22,41,23,140,20,1375,5039,2380,17
8,15,18,48,199,50,1157,5740,1731,8
21,17,33,1,196,47,765,5204,1592,1
47,20,35,37,185,28,918,4539,2177,19
41,5,84,21,157,10,779,4086,1569,13
2,18,76,40,153,55,628,4531,2334,9
24,8,34,36,189,24,883,4903,1048,11
19,23,48,33,165,31,903,4827,1309,10
49,1,19,27,174,53,888,4826,1024,14
26,23,62,46,120,34,946,5440,1023,21
42,14,57,26,140,43,1321,4297,2030,18
6,6,82,7,112,52,866,3535,1145,2
56,21,27,39,181,20,1484,4317,1543,4
57,17,10,23,190,29,685,5271,1417,9
14,12,65,4,173,13,1232,5755,2481,20
44,5,82,48,103,27,710,4304,2146,19
42,3,63,35,135,52,1459,3082,1579,14
23,23,74,44,191,18,1071,3144,1848,24
48,14,69,15,123,34,1188,3569,2095,9
11,3,11,12,183,44,1107,5505,2037,20
16,0,51,27,141,55,849,5741,2099,9
27,18,96,21,135,46,765,5139,2368,2
15,17,28,23,160,32,1100,3791,1942,18
21,5,59,39,120,31,1126,4165,1777,4
1,0,10,26,108,49,1203,5524,1144,5
31,13,79,32,106,28,1332,5181,1881,5
28,14,90,2,162,37,870,3362,1319,23
19,17,85,32,158,16,1420,4340,1646,22
34,17,36,25,175,52,1380,5674,1128,12
8,10,35,41,152,26,677,5510,1213,7
49,19,67,1,144,11,1001,4423,1557,11
20,13,50,43,134,50,871,3636,1199,17
31,17,13,11,111,39,1165,5513,1271,6
17,5,16,2,142,48,1019,5802,1326,17
42,23,60,39,170,47,667,5446,1389,10
52,2,73,18,136,52,890,4323,2217,14
27,8,14,10,121,57,1287,5679,1984,23
48,8,18,12,133,41,1170,4773,1234,8
0,8,76,42,184,46,963,4583,1846,14
49,4,23,3,149,12,769,3265,2176,1
14,8,49,39,133,17,706,3806,1846,23
27,11,91,11,118,10,1198,4848,2078,13
21,13,90,48,146,43,1323,3372,1549,6
50,5,37,48,196,23,773,5593,2099,20
28,18,60,43,137,27,1287,3661,1221,23
25,1,99,29,171,51,747,5214,1676,22
20,9,30,23,163,54,1344,5678,1105,19
41,15,93,31,175,10,895,5850,2067,22
39,1,58,19,198,10,1204,4496,1438,17
15,19,50,14,117,56,566,5351,1734,18
29,16,25,43,143,24,1496,4530,1222,21
28,17,11,19,153,47,1426,4043,1503,6
37,23,78,29,167,30,704,4150,2300,23
44,3,43,48,175,11,1053,5843,2308,3
17,5,80,45,119,10,1454,4229,2014,24
36,11,22,8,162,53,789,4810,2253,19
5,2,59,37,166,21,1067,5139,1116,16
54,21,77,13,161,11,855,3080,1943,12
39,6,16,40,117,18,1038,5876,2350,1
54,8,83,34,116,42,1292,5661,2339,11
18,13,22,25,122,48,894,4775,1267,1
23,15,64,6,153,39,812,5148,1320,6
43,7,41,15,162,15,990,5204,1466,16
50,5,25,30,134,40,722,4989,1646,15
31,16,61,30,162,21,1062,5067,1237,6
47,5,78,18,145,18,812,4013,1104,13
51,22,53,36,157,26,1083,4363,2457,19
59,18,84,31,151,13,959,4305,2162,2
21,9,97,1,107,33,974,3917,1397,19
36,13,47,9,147,47,1334,4798,1564,1
4,4,77,7,169,35,1283,4037,1106,17
21,5,12,42,134,41,1031,3904,2307,10
35,8,62,11,133,44,950,4891,1696,8
12,0,53,28,119,52,736,3759,1407,6
27,5,52,23,102,41,957,3050,2422,7
57,11,39,44,154,33,1271,3914,1699,6
39,2,45,3,167,24,871,5559,1311,10
29,4,36,23,123,51,586,5272,1146,16
17,8,72,49,162,19,1360,3330,1095,9
51,6,41,12,171,56,518,5423,1646,8
5,24,21,2,147,41,1441,3192,1157,9
37,9,23,21,142,34,575,3907,1712,6
45,23,72,27,127,43,888,3898,1982,19
27,5,47,17,127,20,509,4157,1976,15
49,4,32,29,172,51,673,3316,1558,7
44,8,92,45,117,27,820,5436,1352,23
41,13,98,38,171,56,818,4245,1094,17
59,4,23,47,174,21,908,5886,1222,6
35,7,84,10,109,26,1455,5394,1237,5
32,14,49,22,172,20,591,5321,1784,21
31,9,13,24,126,27,541,5261,2442,20
19,14,29,49,160,42,626,3528,1540,7
23,4,81,40,133,11,1307,3657,1164,17
10,24,71,32,142,50,769,3051,1923,16
34,17,20,36,169,43,506,5589,2459,3
30,1,99,1,159,53,1367,3660,2130,1
27,21,76,18,122,37,698,5834,2174,18
55,7,79,20,130,53,581,5364,1358,11
14,17,67,37,162,55,1359,4057,1613,19
41,22,66,35,125,25,557,4863,1270,18
12,3,29,43,140,31,513,4316,2156,23
32,1,38,45,146,39,1400,5219,1677,17
41,2,26,40,196,47,1026,4575,1167,13
31,11,85,17,192,36,1093,5137,1994,5
13,17,54,19,166,42,553,3007,1955,13
7,7,75,16,111,33,669,5068,1557,6
13,15,19,7,106,37,712,5630,1966,21
56,15,63,43,166,46,577,5308,1784,19
9,4,90,15,149,44,1148,5882,1050,14
6,4,52,14,128,20,1235,3771,1466,14
23,17,14,35,163,33,1045,5283,1447,13
55,24,36,19,164,50,954,3161,1039,9
10,14,37,14,121,54,1279,3013,1910,24
29,5,45,25,153,47,651,5235,1149,19
28,14,28,2,158,41,872,5299,2001,6
54,19,16,37,106,16,733,3718,2444,21
13,12,60,33,179,15,783,5588,1810,12
42,17,55,10,113,56,1229,5586,1985,18
49,10,89,20,135,27,1413,4800,2141,23
40,15,65,40,171,33,1205,5900,2267,23
20,18,73,0,113,43,525,5178,2288,15
24,24,95,3,163,20,909,3480,1152,18
28,16,77,37,142,33,784,4593,2342,12
59,22,45,33,154,55,1336,4494,1945,1
49,14,31,10,159,19,633,3276,2272,13
20,0,24,44,175,39,1217,3852,2421,6
42,11,97,14,197,57,1102,5047,2276,22
20,15,24,35,103,43,1254,5151,1225,21
44,3,22,21,192,55,1159,5870,1286,21
58,7,22,30,198,30,886,4207,1278,17
37,0,84,39,194,40,666,5177,1041,15
27,7,39,9,117,59,506,5859,2006,8
28,1,96,30,191,25,782,4561,2041,4
25,13,55,23,131,53,916,4262,1443,23
0,20,86,43,100,18,954,5304,1861,2
34,11,45,0,132,53,1498,4087,1363,5
57,10,46,21,143,35,1401,5504,2055,20
13,14,92,19,105,36,1124,5528,1725,21
41,16,40,33,115,45,1406,4462,2111,24
39,12,65,38,126,55,797,5573,2156,20
50,1,40,41,159,31,733,3172,1857,22
30,12,75,21,171,48,1496,4153,2044,15
32,16,82,3,189,19,1242,5408,2396,23
44,10,57,10,118,44,1219,5435,2486,3
2,8,85,43,133,50,1279,3727,2178,23
56,22,22,34,113,29,860,5114,1309,4
49,6,88,2,124,59,784,4904,1272,21
28,1,19,27,158,46,867,3079,2104,8
56,9,96,45,156,50,1261,5489,1927,11
34,10,25,24,165,33,710,5574,2218,4
10,23,59,47,112,58,1039,4648,1108,1
28,4,67,21,107,30,545,5096,1309,17
40,18,39,43,175,18,1392,3798,1607,7
0,22,35,21,186,37,1193,3988,2442,22
41,23,87,35,176,21,1498,3992,1416,7
43,19,52,36,173,53,1223,4096,1209,11
48,16,60,46,149,55,588,4260,2223,19
59,15,38,31,114,30,588,5295,1485,15
0,0,44,11,113,18,1410,5348,1398,20
31,1,49,44,147,33,1468,3203,1091,22
43,2,30,44,142,36,984,5152,2078,19
14,4,32,15,126,59,803,5252,1953,5
6,2,17,42,172,29,1006,3917,2292,21
37,1,49,46,151,39,1020,3639,1051,7
23,24,99,0,175,23,860,3511,1760,1
52,9,88,29,155,48,692,3760,2261,21
17,10,58,2,100,57,1405,3129,2010,9
23,0,58,17,103,40,930,5616,1876,15
5,19,91,4,197,17,1334,5151,2487,3
58,18,32,2,142,53,1243,4752,2256,16
41,14,49,7,144,44,1185,4939,1907,12
21,19,66,10,142,29,931,4487,2078,22
46,24,18,16,169,33,945,4644,1329,1
9,24,92,25,136,22,933,5966,1566,15
9,8,90,32,198,55,870,5869,2419,24
16,20,38,22,186,54,970,3851,1317,12
44,13,39,32,161,26,1458,4022,2244,17
1,4,75,2,164,45,788,3686,2355,19
18,11,15,15,124,23,791,3433,2155,19
42,5,90,2,112,21,1069,5079,1864,23
47,15,32,13,116,16,540,4714,2206,21
5,15,21,4,129,18,957,5287,1585,2
14,16,97,16,188,58,1074,3343,1940,11
50,13,34,33,175,43,932,5450,1603,12
18,24,29,6,113,19,1122,3988,2085,4
19,17,36,16,119,56,843,4140,1697,3
11,5,75,2,196,37,741,3626,2148,6
43,15,39,47,107,31,981,4857,2452,5
46,10,89,30,147,59,593,3909,2331,3
29,24,15,39,118,46,1081,4235,1562,7
58,18,36,4,116,41,1140,4555,1549,8
20,5,18,14,163,12,736,3788,1474,16
42,4,33,46,115,37,1166,5581,2361,19
3,21,90,43,168,39,922,5569,1871,11
4,0,66,44,123,56,1208,4020,1784,14
25,18,75,5,115,40,703,3034,1292,13
49,7,70,35,153,14,1029,4197,1953,23
15,17,46,35,126,56,806,3156,1049,20
49,9,97,45,196,48,1295,4751,2430,21
30,3,20,48,192,35,1214,4318,1832,18
18,6,92,42,181,54,1146,4141,1794,22
24,5,82,2,189,36,1184,5213,1644,5
56,17,42,14,164,24,522,3504,2021,6
41,0,68,33,136,20,867,5815,1771,11
13,4,62,41,143,59,804,5182,2242,2
48,17,55,16,110,26,879,4866,2487,6
16,18,76,19,181,14,930,5131,1237,19
38,4,50,19,107,17,503,5251,2444,3
19,3,28,34,159,23,1285,4508,1197,20
49,20,89,32,120,48,532,5450,1849,21
44,3,40,26,163,51,884,3152,1875,12
2,18,17,42,163,58,887,3041,1345,2
15,16,84,29,117,57,1254,3130,1376,8
46,4,73,1,111,39,930,5222,1140,22
38,11,20,7,129,14,1474,4235,1573,22
52,13,68,20,108,44,510,4675,1739,14
27,6,26,40,163,32,733,5901,1668,16
54,9,80,1,167,22,1274,4086,2111,9
51,16,46,46,127,41,902,3712,1136,13
34,18,65,49,161,19,1196,4283,2252,1
20,19,51,11,190,29,769,5194,1587,11
27,17,94,27,151,10,661,5632,1370,16
40,18,16,32,138,40,1080,3029,1196,15
15,17,94,13,113,34,1426,4114,1205,10
55,10,39,45,122,59,1149,4977,1753,5
45,10,33,28,154,52,1351,3588,1416,16
18,8,88,44,181,44,929,4776,1303,7
1,10,28,14,159,45,548,5359,1330,12
24,24,92,11,132,19,778,4820,1687,3
42,17,35,47,198,32,602,5502,2252,16
2,13,85,36,172,55,1119,5668,1430,1
3,0,97,28,127,21,1314,5521,2365,7
49,14,69,38,166,28,582,5089,1075,6
2,0,58,30,137,50,1120,3242,1029,7
57,11,79,13,105,40,1217,5644,1735,2
43,22,52,21,145,57,1385,5305,2421,22
39,21,40,40,143,20,1036,5344,2055,7
28,3,66,43,183,42,1431,4623,2039,2
30,19,27,22,160,26,1498,3952,1311,2
8,4,30,46,113,31,758,4708,2367,10
45,24,75,6,148,26,680,4719,1429,23
26,15,77,26,177,26,707,4264,2251,2
19,1,53,23,154,46,885,4873,1528,23
47,16,63,44,170,29,1263,4773,1877,17
34,10,69,29,164,47,1240,4774,1095,6
53,20,42,3,167,53,857,3488,1966,10
4,17,90,43,185,38,773,5470,1937,6
18,4,88,29,176,47,565,5216,1647,12
46,20,44,26,185,14,1200,4112,2356,24
46,12,45,8,162,40,918,3839,2024,17
19,13,69,3,154,56,697,4510,1098,4
17,11,78,14,153,20,1342,3864,1148,17
20,18,61,9,114,19,945,4760,1162,1
48,14,23,11,176,38,1056,4560,1901,24
45,4,60,49,143,29,1095,3430,1546,14
49,20,34,38,146,21,545,4623,1201,5
35,20,42,15,143,46,831,3084,1673,12
42,24,92,32,190,15,711,5096,1374,16
51,7,50,43,188,53,654,4020,2001,22
24,12,26,15,100,39,942,5413,1476,1
27,8,32,0,162,41,794,4756,1460,13
7,3,80,8,181,53,687,5461,1336,13
24,4,80,27,194,12,952,5176,2310,16
51,2,10,44,172,20,1337,4289,1446,4
15,21,74,27,147,43,1341,5030,2482,19
55,18,38,20,107,17,1239,4030,1202,21
3,10,12,38,156,59,1402,4895,1951,18
51,21,67,30,120,47,1156,5691,1673,21
44,6,94,5,125,37,1068,5361,1903,11
27,0,14,17,143,51,1451,5111,1225,16
2,6,61,13,193,17,728,5390,1847,9
8,4,52,27,123,14,1311,3531,1172,13
59,13,99,15,119,15,1020,3108,1140,20
57,13,85,31,103,51,1444,4348,1920,20
29,11,53,45,118,53,1443,4955,1573,15
11,11,63,22,155,57,525,5564,2002,5
37,8,36,45,105,42,540,5856,1450,18
26,1,74,32,107,33,1227,4800,2165,18
16,1,25,33,189,16,1083,5992,2452,16
31,19,17,14,191,58,524,5253,1087,1
22,1,36,30,156,38,1446,5618,1206,19
28,4,71,46,160,27,1220,3268,2426,10
8,5,97,32,118,20,1168,3329,1869,2
13,2,94,6,116,22,784,3077,2141,23
46,7,64,13,147,41,647,4922,1408,13
42,20,58,19,159,48,764,4199,1921,13
26,0,14,19,128,25,1131,4713,2050,19
47,13,92,14,101,11,744,5992,1466,20
52,1,20,37,133,38,565,4567,2348,4
15,20,84,14,158,31,1142,5243,1427,21
9,20,27,42,194,34,697,4135,1399,22
30,24,30,17,117,11,660,3480,2252,16
57,10,78,19,141,15,970,4549,1699,4
11,19,40,45,134,19,937,4302,1291,1
27,23,43,10,113,34,1443,3365,1361,16
22,22,17,38,134,45,530,3418,1381,14
41,9,97,27,136,22,1076,4424,1724,17
37,14,89,27,145,19,747,3627,1101,23
26,9,28,0,162,13,535,3840,2186,23
56,10,51,9,124,27,740,4690,1132,19
21,16,15,46,143,39,1030,5134,2102,14
16,12,26,9,182,30,567,5317,1823,7
36,20,67,28,166,16,856,5798,1790,20
11,7,56,13,146,50,1383,3266,1029,11
53,3,91,32,135,15,1131,3051,1832,5
31,15,15,44,145,31,1388,5279,1112,5
6,8,55,30,183,50,1037,4304,1841,11
20,24,58,6,106,21,1396,3193,1972,14
2,8,88,2,135,32,1398,3759,2460,22
16,7,57,44,192,30,798,5485,1365,9
7,15,77,25,158,11,1095,5541,1533,10
30,19,48,30,101,25,953,4701,1161,8
48,16,76,46,175,52,1352,5838,2327,8
5,2,18,43,145,59,644,5105,2454,21
37,8,53,19,119,31,689,3524,1899,6
9,19,19,33,197,37,779,5381,1693,14
52,12,12,31,114,13,1109,4667,1857,21
33,23,61,40,168,53,1044,3840,2469,7
31,2,35,22,123,43,1209,5129,1902,13
0,13,30,44,106,57,1310,3130,1090,21
52,12,24,1,112,20,1155,4014,1306,19
47,3,40,32,120,37,1296,3536,1656,10
54,9,21,44,157,24,1198,3052,2382,3
7,5,23,46,154,53,869,5329,1391,8
38,16,19,27,111,58,1402,5918,1263,16
19,4,58,21,169,53,1492,3907,2132,5
50,20,24,15,159,58,823,4126,1369,7
40,6,21,6,155,51,1278,4441,1311,23
40,17,69,37,168,56,1391,4149,1562,19
12,6,89,30,122,52,863,3944,2314,19
6,5,15,36,126,44,1400,5106,2076,9
10,1,13,47,136,14,589,4003,1866,5
35,7,50,44,142,59,757,4235,2149,23
45,0,15,48,194,53,1174,3337,1883,7
34,1,65,13,103,53,1191,3828,1330,10
58,8,29,35,178,39,833,5689,1698,20
18,21,29,37,129,44,1295,3846,2312,24
17,22,74,8,126,59,701,4994,1982,19
17,8,95,20,188,58,970,5375,1526,16
15,17,21,42,173,54,987,3918,2251,8
8,22,17,20,194,37,1260,3036,1071,15
55,18,72,34,133,14,594,5477,2215,6
30,21,46,5,189,13,1076,4654,1084,24
57,20,15,37,195,34,560,5210,1302,15
