Crime Type,Hour of the day,Longitude,Latitude,Neighborhood
Arson,5,-93.26817495,44.94138186,WHITTIER
Arson,5,-93.28192702,44.95765144,WHITTIER
Arson,5,-93.2619206,44.960677,WHITTIER
Arson,4,-93.26773121,44.945777,WHITTIER
Arson,5,-93.27923272,44.95224188,WHITTIER
Arson,6,-93.28308628,44.95997898,WHITTIER
Arson,5,-93.2805889,44.9549648,WHITTIER
Arson,5,-93.26808518,44.94130781,WHITTIER
Arson,5,-93.27799338,44.94975355,WHITTIER
Arson,5,-93.27363833,44.94588858,CENTRAL
Arson,5,-93.26763142,44.9409335,CENTRAL
Arson,4,-93.2646079,44.94468296,WHITTIER
Arson,5,-93.26016631,44.96193782,WHITTIER
Arson,5,-93.27785939,44.94948453,WHITTIER
Arson,5,-93.26527656,44.95826506,VENTURA VILLAGE
Arson,6,-93.28607885,44.96598742,WHITTIER
Arson,6,-93.28400974,44.96183309,LORING PARK
Arson,5,-93.27340861,44.95242052,VENTURA VILLAGE
Arson,5,-93.28039937,44.95458426,WHITTIER
Arson,5,-93.27899723,44.95176906,LORING PARK
Arson,4,-93.26884033,44.94616552,POWDERHORN PARK
Arson,5,-93.2704714,44.94327619,WHITTIER
Arson,5,-93.27960894,44.95299725,WHITTIER
Arson,6,-93.28591007,44.96564854,LORING PARK
Arson,5,-93.27858854,44.95094851,WHITTIER
Arson,5,-93.2661032,44.93967288,WHITTIER
Arson,5,-93.27681214,44.94850664,WHITTIER
Arson,5,-93.27179706,44.95357875,WHITTIER
Arson,5,-93.27877962,44.95133215,LORING PARK
Arson,5,-93.27636463,44.95029601,WHITTIER
Arson,5,-93.26506375,44.93881544,WHITTIER
Arson,5,-93.26969054,44.95509271,VENTURA VILLAGE
Arson,5,-93.27083168,44.94686306,WHITTIER
Arson,0,-93.28687123,45.01384486,MCKINLEY
Arson,0,-93.28212057,45.00205235,HAWTHORNE
Arson,0,-93.28326563,45.00489473,HAWTHORNE
Arson,0,-93.28758081,45.01560626,MCKINLEY
Arson,0,-93.28358906,45.00569756,HAWTHORNE
Arson,0,-93.28160319,45.00076807,MCKINLEY
Arson,0,-93.28733301,45.01499115,HAWTHORNE
Arson,2,-93.27581131,45.00219093,SHERIDAN
Arson,3,-93.27146334,45.00385527,HAWTHORNE
Arson,0,-93.28905298,45.00308181,HAWTHORNE
Arson,1,-93.27776112,45.00144458,HAWTHORNE
Arson,0,-93.27993217,45.00061353,HAWTHORNE
Arson,3,-93.27190954,45.00368447,SHERIDAN
Arson,0,-93.28273495,45.00062735,HAWTHORNE
Arson,1,-93.2781717,45.00128742,HAWTHORNE
Arson,0,-93.28501812,45.0092449,HAWTHORNE
Arson,0,-93.28378206,45.00617666,MCKINLEY
Arson,0,-93.28403431,45.00113214,HAWTHORNE
Arson,0,-93.28492866,45.00902285,MCKINLEY
Arson,0,-93.28687913,45.01386448,MCKINLEY
Arson,0,-93.28955517,45.00327691,HAWTHORNE
Arson,0,-93.28153964,45.00061031,MCKINLEY
Arson,0,-93.29559271,45.0056224,HAWTHORNE
Arson,0,-93.282249,45.00237116,HAWTHORNE
Arson,0,-93.28273534,45.00062751,JORDAN
Arson,1,-93.2770143,45.00173045,HAWTHORNE
Arson,2,-93.2737506,45.00297974,HAWTHORNE
Arson,0,-93.28514732,45.00956563,MCKINLEY
Arson,2,-93.27423775,45.00279327,SHERIDAN
Arson,0,-93.2850266,45.00926597,MCKINLEY
Arson,2,-93.27348677,45.00308073,HAWTHORNE
Arson,0,-93.28777708,45.01609346,MCKINLEY
Arson,2,-93.27331131,45.0031479,HAWTHORNE
Arson,1,-93.2792447,45.00087669,SHERIDAN
Arson,0,-93.28676927,45.01359177,MCKINLEY
Arson,0,-93.28428823,45.00743312,MCKINLEY
Arson,0,-93.28700824,45.01418498,HAWTHORNE
Arson,3,-93.27229102,45.00353845,HAWTHORNE
Arson,0,-93.2850194,45.0092481,HAWTHORNE
Arson,1,-93.27755549,45.00152329,SHERIDAN
Arson,0,-93.28712992,45.01448702,HAWTHORNE
Arson,2,-93.27607177,45.00209123,HAWTHORNE
Arson,0,-93.28253961,45.00309254,MCKINLEY
Arson,2,-93.27559435,45.00227399,HAWTHORNE
Arson,0,-93.2848255,45.00876678,HAWTHORNE
Arson,0,-93.28333651,45.00507067,MCKINLEY
Arson,0,-93.29429724,45.00511913,JORDAN
Arson,0,-93.28257081,45.00316997,MCKINLEY
Arson,1,-93.27658095,45.00189633,SHERIDAN
Arson,0,-93.28487865,45.00889871,HAWTHORNE
Arson,0,-93.29014363,45.00350552,JORDAN
Arson,0,-93.28022865,45.00050005,SHERIDAN
Arson,0,-93.28708233,45.01436888,MCKINLEY
Arson,0,-93.28334615,45.0050946,HAWTHORNE
Arson,2,-93.2762753,45.00201333,SHERIDAN
Arson,0,-93.28373585,45.00606195,MCKINLEY
Arson,3,-93.27203456,45.00363662,HAWTHORNE
Arson,0,-93.28666228,45.01332619,MCKINLEY
Arson,0,-93.28488932,45.00892519,MCKINLEY
Arson,0,-93.28630147,45.01243057,HAWTHORNE
Arson,0,-93.28433684,45.00755377,HAWTHORNE
Arson,1,-93.27863709,45.00110927,SHERIDAN
Arson,0,-93.28395416,45.00660386,MCKINLEY
Arson,0,-93.28375691,45.00611423,MCKINLEY
Arson,0,-93.2843016,45.00746629,MCKINLEY
Arson,0,-93.28348544,45.00544035,MCKINLEY
Arson,1,-93.27777026,45.00144108,SHERIDAN
Arson,0,-93.28790191,45.01640331,HAWTHORNE
Arson,0,-93.28351957,45.00552509,HAWTHORNE
Arson,0,-93.29589517,45.0057399,JORDAN
Arson,0,-93.28963183,45.00330669,JORDAN
Arson,2,-93.27395526,45.0029014,SHERIDAN
Arson,0,-93.28533698,45.0100364,HAWTHORNE
Arson,0,-93.28580751,45.01120439,HAWTHORNE
Arson,0,-93.28664972,45.01329502,HAWTHORNE
Arson,2,-93.27326098,45.00316716,SHERIDAN
Arson,0,-93.2824895,45.000532,HAWTHORNE
Arson,1,-93.27818999,45.00128041,HAWTHORNE
Arson,0,-93.28498988,45.00150336,HAWTHORNE
Arson,2,-93.27591106,45.00215275,HAWTHORNE
Arson,0,-93.28391694,45.00108654,HAWTHORNE
Arson,0,-93.28123912,45.00011326,SHERIDAN
Arson,0,-93.28208348,45.00196028,HAWTHORNE
Arson,0,-93.28229246,45.00247902,HAWTHORNE
Arson,0,-93.28669115,45.01339785,MCKINLEY
Arson,0,-93.28508465,45.00941005,HAWTHORNE
Arson,2,-93.27475445,45.00259549,HAWTHORNE
Arson,0,-93.28513066,45.00952426,HAWTHORNE
Arson,0,-93.28425228,45.00734388,HAWTHORNE
Arson,0,-93.28745616,45.01529684,HAWTHORNE
Arson,0,-93.28648585,45.00208452,JORDAN
Arson,0,-93.28445463,45.00784616,MCKINLEY
Arson,1,-93.27889925,45.00100892,HAWTHORNE
Arson,0,-93.28346997,45.00540196,MCKINLEY
Arson,0,-93.28525971,45.00160819,JORDAN
Arson,1,-93.27742901,45.00157171,SHERIDAN
Arson,0,-93.28043964,45.00041928,HAWTHORNE
Arson,2,-93.27555923,45.00228743,HAWTHORNE
Arson,0,-93.28238173,45.00049013,HAWTHORNE
Arson,0,-93.29411252,45.00504737,HAWTHORNE
Arson,5,-93.27960012,44.95297953,WHITTIER
Arson,5,-93.27922975,44.95223592,LORING PARK
Arson,6,-93.28697982,44.96779637,LORING PARK
Arson,5,-93.28137779,44.95654872,WHITTIER
Arson,5,-93.28027416,44.95433286,LORING PARK
Arson,6,-93.28278696,44.95937801,LORING PARK
Arson,5,-93.27857032,44.95091193,WHITTIER
Arson,5,-93.2813493,44.9564915,LORING PARK
Arson,5,-93.2803952,44.95457588,WHITTIER
Arson,6,-93.28458766,44.96299342,LORING PARK
Arson,5,-93.27981361,44.95340817,WHITTIER
Arson,6,-93.28724446,44.9683277,LORING PARK
Arson,6,-93.28280727,44.95941879,LORING PARK
Arson,5,-93.28047616,44.95473843,WHITTIER
Arson,6,-93.28689447,44.967625,WHITTIER
Arson,5,-93.28068575,44.95515925,WHITTIER
Arson,5,-93.28079622,44.95538105,WHITTIER
Arson,6,-93.28610092,44.96603172,LORING PARK
Arson,5,-93.28193077,44.95765898,WHITTIER
Arson,5,-93.27964949,44.95307867,LORING PARK
Arson,5,-93.27899269,44.95175995,LORING PARK
Arson,5,-93.27923658,44.95224963,LORING PARK
Arson,5,-93.28128667,44.95636576,WHITTIER
Arson,5,-93.28094967,44.95568913,LORING PARK
Arson,6,-93.28443255,44.962682,WHITTIER
Arson,5,-93.28215421,44.9581076,WHITTIER
Arson,5,-93.28186657,44.95753007,LORING PARK
Arson,5,-93.28199893,44.95779582,WHITTIER
Arson,5,-93.27907354,44.95192228,WHITTIER
Arson,5,-93.28218159,44.95816257,WHITTIER
Arson,6,-93.28468645,44.96319177,LORING PARK
Arson,5,-93.28053422,44.954855,LORING PARK
Arson,6,-93.28595734,44.96574344,LORING PARK
Arson,5,-93.27842615,44.95062247,WHITTIER
Arson,6,-93.28473622,44.9632917,WHITTIER
Arson,5,-93.28209857,44.95799588,LORING PARK
Arson,5,-93.28225308,44.95830609,LORING PARK
Arson,6,-93.28372427,44.96125993,LORING PARK
Arson,5,-93.27999136,44.95376507,WHITTIER
Arson,6,-93.28721069,44.9682599,LORING PARK
Arson,5,-93.27920862,44.95219348,WHITTIER
Arson,5,-93.28023408,44.9542524,LORING PARK
Arson,6,-93.28573362,44.96529426,LORING PARK
Arson,6,-93.28305305,44.95991227,LORING PARK
Arson,5,-93.28213201,44.95806303,LORING PARK
Arson,5,-93.28138538,44.95656395,LORING PARK
Arson,6,-93.28476834,44.9633562,LORING PARK
Arson,5,-93.28261981,44.95904241,LORING PARK
Arson,6,-93.28279234,44.95938882,LORING PARK
Arson,5,-93.27779563,44.94935651,WHITTIER
Arson,5,-93.27974255,44.95326551,WHITTIER
Arson,6,-93.28620578,44.96624225,LORING PARK
Arson,6,-93.28361021,44.96103092,LORING PARK
Arson,6,-93.28682014,44.96747576,WHITTIER
Arson,6,-93.2874279,44.96869601,LORING PARK
Arson,6,-93.28425769,44.96233093,LORING PARK
Arson,5,-93.2821169,44.95803267,LORING PARK
Arson,5,-93.28233542,44.95847143,WHITTIER
Arson,6,-93.28388064,44.96157388,LORING PARK
Arson,6,-93.28604158,44.96591259,LORING PARK
Arson,6,-93.28442603,44.96266892,WHITTIER
Arson,5,-93.27878883,44.95135064,LORING PARK
Arson,5,-93.28125098,44.9562941,LORING PARK
Arson,6,-93.28750373,44.96884827,LORING PARK
Arson,6,-93.28666102,44.96715629,LORING PARK
Arson,6,-93.28311159,44.9600298,LORING PARK
Arson,5,-93.27837434,44.95051844,WHITTIER
Arson,6,-93.28681457,44.96746457,LORING PARK
Arson,5,-93.28198871,44.95777531,LORING PARK
Arson,6,-93.28539765,44.96461972,WHITTIER
Arson,6,-93.28317862,44.96016438,WHITTIER
Arson,6,-93.28644615,44.96672488,WHITTIER
Arson,6,-93.28322562,44.96025874,LORING PARK
Arson,5,-93.28219771,44.95819494,LORING PARK
Arson,5,-93.28262524,44.95905332,LORING PARK
Arson,5,-93.27912254,44.95202065,WHITTIER
Arson,6,-93.28331221,44.96043261,WHITTIER
Arson,5,-93.27843021,44.95063061,LORING PARK
Arson,5,-93.28163892,44.95707301,LORING PARK
Arson,5,-93.28090079,44.95559101,WHITTIER
Arson,6,-93.28645087,44.96673435,LORING PARK
Arson,5,-93.27917544,44.95212688,WHITTIER
Arson,5,-93.28126251,44.95631725,LORING PARK
Arson,6,-93.2850535,44.96392874,WHITTIER
Arson,5,-93.27998738,44.95375707,LORING PARK
Arson,6,-93.2856506,44.96512758,WHITTIER
Arson,6,-93.28751979,44.96888051,LORING PARK
Arson,5,-93.27948083,44.95274003,WHITTIER
Arson,6,-93.28670075,44.96723606,LORING PARK
Arson,6,-93.2838403,44.96149289,LORING PARK
Arson,5,-93.27779972,44.94936472,WHITTIER
Arson,6,-93.28564959,44.96512555,LORING PARK
Arson,6,-93.28684175,44.96751914,LORING PARK
Arson,6,-93.28311626,44.96003919,LORING PARK
Arson,5,-93.27953684,44.95285248,LORING PARK
Arson,6,-93.28645966,44.966752,LORING PARK
Arson,5,-93.27782957,44.94942466,WHITTIER
Arson,5,-93.28118492,44.95616146,WHITTIER
Arson,5,-93.28044563,44.95467713,LORING PARK
Arson,6,-93.28663456,44.96710317,LORING PARK
Arson,11,-93.25928694,45.01755754,COLUMBIA PARK
Arson,11,-93.27754567,45.02614813,COLUMBIA PARK
Arson,11,-93.26323673,45.02027344,HOLLAND
Arson,11,-93.28187869,45.01385468,COLUMBIA PARK
Arson,11,-93.27711527,45.02736925,COLUMBIA PARK
Arson,11,-93.27186781,45.02620821,HOLLAND
Arson,11,-93.26935587,45.02448098,HOLLAND
Arson,11,-93.26241068,45.01970544,COLUMBIA PARK
Arson,10,-93.29119307,45.01955024,FOLWELL
Arson,11,-93.2555944,45.01501854,COLUMBIA PARK
Arson,11,-93.2536375,45.01367296,HOLLAND
Arson,11,-93.28465399,45.02388338,COLUMBIA PARK
Arson,11,-93.27499495,45.02835844,HOLLAND
Arson,11,-93.26729374,45.02306306,COLUMBIA PARK
Arson,11,-93.26164975,45.01918222,COLUMBIA PARK
Arson,11,-93.25969765,45.01783995,HOLLAND
Arson,11,-93.26975239,45.02475363,COLUMBIA PARK
Arson,11,-93.25478187,45.01445984,HOLLAND
Arson,10,-93.29218049,45.01889593,COLUMBIA PARK
Arson,11,-93.26857362,45.02394311,HOLLAND
Arson,11,-93.2572504,45.01615721,COLUMBIA PARK
Arson,11,-93.26471578,45.02129044,HOLLAND
Arson,11,-93.28254221,45.01197218,COLUMBIA PARK
Arson,11,-93.28346588,45.02467069,COLUMBIA PARK
Arson,11,-93.25856028,45.01705789,HOLLAND
Arson,11,-93.26202661,45.01944135,COLUMBIA PARK
Arson,11,-93.26393098,45.0207508,COLUMBIA PARK
Arson,11,-93.27217526,45.02641961,HOLLAND
Arson,11,-93.28356056,45.00908296,COLUMBIA PARK
Arson,11,-93.28225176,45.01279621,HAWTHORNE
Arson,11,-93.26963541,45.0246732,HOLLAND
Arson,10,-93.29037483,45.02009245,COLUMBIA PARK
Arson,11,-93.26700837,45.02286683,HOLLAND
Arson,11,-93.28408796,45.00758664,HAWTHORNE
Arson,11,-93.26384944,45.02069474,HOLLAND
Arson,11,-93.2610561,45.01877402,COLUMBIA PARK
Arson,11,-93.2684058,45.02382771,HOLLAND
Arson,11,-93.26331751,45.02032898,HOLLAND
Arson,11,-93.26313242,45.02020171,COLUMBIA PARK
Arson,11,-93.27574844,45.02887654,COLUMBIA PARK
Arson,11,-93.27781708,45.02841388,FOLWELL
Arson,11,-93.27941645,45.02735406,COLUMBIA PARK
Arson,11,-93.27654164,45.02899673,HAWTHORNE
Arson,10,-93.29080451,45.01980772,COLUMBIA PARK
Arson,11,-93.26351374,45.02046391,HOLLAND
Arson,11,-93.27661574,45.02878649,HAWTHORNE
Arson,10,-93.29249628,45.01868666,COLUMBIA PARK
Arson,11,-93.26657511,45.02256892,COLUMBIA PARK
Arson,11,-93.2627438,45.0199345,COLUMBIA PARK
Arson,11,-93.27873845,45.02780334,FOLWELL
Arson,11,-93.26260398,45.01983836,COLUMBIA PARK
Arson,10,-93.29402674,45.0176725,FOLWELL
Arson,11,-93.2681507,45.0236523,COLUMBIA PARK
Arson,11,-93.25498764,45.01460133,HOLLAND
Arson,11,-93.27861452,45.02311564,HAWTHORNE
Arson,11,-93.27655909,45.0292475,FOLWELL
Arson,11,-93.28537546,45.0234053,FOLWELL
Arson,11,-93.26654036,45.02254502,HOLLAND
Arson,10,-93.28567752,45.02320514,FOLWELL
Arson,11,-93.28204065,45.01339518,COLUMBIA PARK
Arson,11,-93.25378919,45.01377726,HOLLAND
Arson,11,-93.28110363,45.01605364,COLUMBIA PARK
Arson,10,-93.29193595,45.01905797,FOLWELL
Arson,11,-93.26062641,45.01847857,HOLLAND
Arson,11,-93.27102782,45.02563063,HOLLAND
Arson,10,-93.28801185,45.02165829,COLUMBIA PARK
Arson,11,-93.28022904,45.018535,COLUMBIA PARK
Arson,11,-93.27790415,45.02513106,HAWTHORNE
Arson,11,-93.26850352,45.02389491,COLUMBIA PARK
Arson,11,-93.26825847,45.0237264,COLUMBIA PARK
Arson,11,-93.28495121,45.00513747,HAWTHORNE
Arson,11,-93.28435076,45.00684104,HAWTHORNE
Arson,11,-93.26695845,45.02283251,HOLLAND
Arson,11,-93.25883514,45.01724688,COLUMBIA PARK
Arson,11,-93.27804948,45.02471874,HAWTHORNE
Arson,11,-93.26290841,45.02004768,HOLLAND
Arson,10,-93.28707669,45.02227797,COLUMBIA PARK
Arson,11,-93.27266147,45.02675393,COLUMBIA PARK
Arson,11,-93.27318871,45.02711646,COLUMBIA PARK
Arson,11,-93.28461028,45.00610474,HAWTHORNE
Arson,11,-93.27737881,45.02662153,HAWTHORNE
Arson,11,-93.27778824,45.02545993,COLUMBIA PARK
Arson,11,-93.26175184,45.01925242,COLUMBIA PARK
Arson,11,-93.25316925,45.01335099,HOLLAND
Arson,11,-93.2646556,45.02124906,COLUMBIA PARK
Arson,11,-93.25457927,45.01432053,COLUMBIA PARK
Arson,11,-93.27756218,45.02610129,HAWTHORNE
Arson,11,-93.26832149,45.02376974,HOLLAND
Arson,11,-93.28330842,45.00979832,COLUMBIA PARK
Arson,10,-93.28744649,45.02203292,COLUMBIA PARK
Arson,10,-93.28964561,45.02057567,COLUMBIA PARK
Arson,11,-93.25640136,45.01557341,COLUMBIA PARK
Arson,11,-93.27896116,45.02213217,HAWTHORNE
Arson,11,-93.27189627,45.02622778,COLUMBIA PARK
Arson,11,-93.27638724,45.02931579,COLUMBIA PARK
Arson,11,-93.27577969,45.02889803,HOLLAND
Arson,10,-93.2892098,45.02086446,COLUMBIA PARK
Arson,11,-93.26546884,45.02180825,COLUMBIA PARK
Arson,11,-93.2566798,45.01576486,HOLLAND
Arson,10,-93.28945991,45.02069872,FOLWELL
Arson,13,-93.25105885,44.96207295,VENTURA VILLAGE
Arson,15,-93.25410465,44.95271082,SEWARD
Arson,13,-93.25161099,44.96208855,VENTURA VILLAGE
Arson,14,-93.24367079,44.96186416,SEWARD
Arson,15,-93.2534881,44.95317756,SEWARD
Arson,14,-93.24745762,44.95774274,MIDTOWN PHILLIPS
Arson,15,-93.25686173,44.95062366,MIDTOWN PHILLIPS
Arson,14,-93.24683664,44.96195362,VENTURA VILLAGE
Arson,14,-93.24780297,44.96198093,VENTURA VILLAGE
Arson,14,-93.24373554,44.96056043,MIDTOWN PHILLIPS
Arson,15,-93.25279539,44.95370195,SEWARD
Arson,15,-93.25430321,44.95256051,SEWARD
Arson,14,-93.24702149,44.96195885,VENTURA VILLAGE
Arson,14,-93.24819894,44.96199212,VENTURA VILLAGE
Arson,13,-93.25164892,44.96208962,SEWARD
Arson,14,-93.24401117,44.96187377,VENTURA VILLAGE
Arson,13,-93.25337861,44.96213851,SEWARD
Arson,14,-93.2428592,44.96184122,SEWARD
Arson,14,-93.24774951,44.96197942,SEWARD
Arson,15,-93.25563154,44.95155494,SEWARD
Arson,15,-93.25731498,44.95028054,SEWARD
Arson,14,-93.2434878,44.96074797,MIDTOWN PHILLIPS
Arson,14,-93.24489292,44.95968427,MIDTOWN PHILLIPS
Arson,14,-93.24461214,44.95989683,MIDTOWN PHILLIPS
Arson,13,-93.25389103,44.96215299,SEWARD
Arson,15,-93.25654301,44.95086494,MIDTOWN PHILLIPS
Arson,13,-93.25034883,44.96205288,SEWARD
Arson,14,-93.24503585,44.96190273,SEWARD
Arson,14,-93.24981861,44.9620379,SEWARD
Arson,15,-93.25697355,44.95053901,MIDTOWN PHILLIPS
Arson,14,-93.24345213,44.96077498,SEWARD
Arson,13,-93.25197749,44.96209891,SEWARD
Arson,14,-93.24578376,44.96192387,SEWARD
Arson,14,-93.24437284,44.961884,SEWARD
Arson,14,-93.24955642,44.96203049,SEWARD
Arson,14,-93.24886411,44.956678,MIDTOWN PHILLIPS
Arson,14,-93.24734456,44.96196798,VENTURA VILLAGE
Arson,14,-93.24325733,44.96185247,SEWARD
Arson,14,-93.24225599,44.96182417,SEWARD
Arson,15,-93.2507016,44.95528699,SEWARD
Arson,13,-93.25166188,44.96208999,VENTURA VILLAGE
Arson,13,-93.25046386,44.96205613,SEWARD
Arson,13,-93.25066251,44.96206175,VENTURA VILLAGE
Arson,13,-93.25565126,44.96220273,SEWARD
Arson,15,-93.2505446,44.95540584,SEWARD
Arson,13,-93.25683919,44.96223631,VENTURA VILLAGE
Arson,15,-93.25731937,44.95027721,MIDTOWN PHILLIPS
Arson,14,-93.24765543,44.96197676,SEWARD
Arson,14,-93.24600483,44.96193012,VENTURA VILLAGE
Arson,15,-93.25242678,44.953981,SEWARD
Arson,15,-93.25735984,44.95024658,MIDTOWN PHILLIPS
Arson,14,-93.24882394,44.96200979,SEWARD
Arson,14,-93.2473309,44.96196759,SEWARD
Arson,15,-93.2502829,44.95560396,MIDTOWN PHILLIPS
Arson,14,-93.24354336,44.96070591,SEWARD
Arson,14,-93.24958073,44.95613551,MIDTOWN PHILLIPS
Arson,13,-93.25234973,44.96210943,SEWARD
Arson,14,-93.24695051,44.95812664,MIDTOWN PHILLIPS
Arson,13,-93.25481606,44.96217913,SEWARD
Arson,13,-93.25672206,44.962233,SEWARD
Arson,14,-93.2455067,44.95921962,SEWARD
Arson,14,-93.24481701,44.96189655,SEWARD
Arson,14,-93.2482688,44.95712866,SEWARD
Arson,14,-93.24427171,44.96188114,SEWARD
Arson,13,-93.2520436,44.96210078,SEWARD
Arson,13,-93.25374184,44.96214877,VENTURA VILLAGE
Arson,14,-93.24985297,44.96203887,VENTURA VILLAGE
Arson,13,-93.25541619,44.96219609,SEWARD
Arson,13,-93.25542731,44.9621964,VENTURA VILLAGE
Arson,15,-93.25671529,44.95073452,SEWARD
Arson,14,-93.24783007,44.95746079,MIDTOWN PHILLIPS
Arson,15,-93.25223409,44.95412687,SEWARD
Arson,13,-93.25466795,44.96217494,VENTURA VILLAGE
Arson,14,-93.24232321,44.96182607,VENTURA VILLAGE
Arson,13,-93.25599974,44.96221258,VENTURA VILLAGE
Arson,14,-93.24783949,44.95745366,SEWARD
Arson,14,-93.24750628,44.96197255,VENTURA VILLAGE
Arson,15,-93.24992232,44.95587692,MIDTOWN PHILLIPS
Arson,14,-93.24383855,44.9618689,SEWARD
Arson,13,-93.25241631,44.96211131,VENTURA VILLAGE
Arson,14,-93.2425074,44.96149015,SEWARD
Arson,13,-93.25178352,44.96209343,VENTURA VILLAGE
Arson,13,-93.25531289,44.96219317,SEWARD
Arson,13,-93.25762543,44.96225853,VENTURA VILLAGE
Arson,14,-93.2476377,44.95760642,MIDTOWN PHILLIPS
Arson,13,-93.25522056,44.96219056,SEWARD
Arson,13,-93.25274178,44.96212051,SEWARD
Arson,13,-93.25236814,44.96210995,SEWARD
Arson,15,-93.25522651,44.95186155,SEWARD
Arson,14,-93.24432327,44.9601155,SEWARD
Arson,14,-93.24879337,44.96200892,SEWARD
Arson,13,-93.25543983,44.96219676,SEWARD
Arson,13,-93.25694764,44.96223937,VENTURA VILLAGE
Arson,15,-93.25197956,44.95431955,MIDTOWN PHILLIPS
Arson,14,-93.24716454,44.96196289,SEWARD
Arson,14,-93.24350499,44.96185947,SEWARD
Arson,14,-93.24356716,44.96186123,SEWARD
Arson,14,-93.24354566,44.96186062,SEWARD
Arson,14,-93.24302675,44.96109699,MIDTOWN PHILLIPS
Arson,15,-93.25271124,44.95376566,MIDTOWN PHILLIPS
Arson,23,-93.2733635,44.95255351,LYNDALE
Arson,23,-93.27766461,44.95495617,LYNDALE
Arson,23,-93.27624051,44.94288471,LYNDALE
Arson,22,-93.27175589,44.95579892,LYNDALE
Arson,22,-93.27780464,44.96733416,LYNDALE
Arson,22,-93.27504254,44.94174951,LYNDALE
Arson,21,-93.27108344,44.93799786,LYNDALE
Arson,22,-93.27378464,44.94055752,LYNDALE
Arson,23,-93.27756581,44.94622309,LYNDALE
Arson,22,-93.27450767,44.94124267,LYNDALE
Arson,22,-93.26932472,44.96070695,VENTURA VILLAGE
Arson,22,-93.27339821,44.94019134,CENTRAL
Arson,23,-93.27765462,44.95407336,LYNDALE
Arson,22,-93.2724652,44.95436699,VENTURA VILLAGE
Arson,22,-93.27776413,44.9637533,LORING PARK
Arson,22,-93.27774987,44.96249302,LYNDALE
Arson,22,-93.27240802,44.95448241,VENTURA VILLAGE
Arson,22,-93.27344075,44.94023165,LYNDALE
Arson,22,-93.2778008,44.96699477,LORING PARK
Arson,23,-93.27697496,44.94358067,LYNDALE
Arson,23,-93.2775917,44.94851109,LYNDALE
Arson,22,-93.26922602,44.96090619,LYNDALE
Arson,21,-93.27081067,44.93773938,LYNDALE
Arson,22,-93.27145195,44.95641251,VENTURA VILLAGE
Arson,22,-93.27373739,44.94051275,CENTRAL
Arson,22,-93.27780857,44.96768242,LYNDALE
Arson,22,-93.26987038,44.95960537,VENTURA VILLAGE
Arson,22,-93.27417799,44.94847899,PHILLIPS WEST
Arson,22,-93.27776483,44.96381537,LORING PARK
Arson,21,-93.26984588,44.954095,LYNDALE
Arson,23,-93.27603742,44.94269226,LYNDALE
Arson,22,-93.27190092,44.95550615,VENTURA VILLAGE
Arson,22,-93.27772845,44.96059992,LORING PARK
Arson,22,-93.26951799,44.96031677,VENTURA VILLAGE
Arson,23,-93.2776314,44.95202075,LYNDALE
Arson,22,-93.2721922,44.95105331,LYNDALE
Arson,22,-93.26929429,44.96076838,LYNDALE
Arson,22,-93.26948623,44.96038088,VENTURA VILLAGE
Arson,22,-93.27525577,44.94195157,CENTRAL
Arson,22,-93.27775447,44.96289962,LYNDALE
Arson,21,-93.26981526,44.95413469,LYNDALE
Arson,23,-93.27662439,44.94597047,LYNDALE
Arson,23,-93.27514488,44.94895728,VENTURA VILLAGE
Arson,23,-93.2735727,44.95213117,LYNDALE
Arson,21,-93.26944611,44.95461325,LYNDALE
Arson,22,-93.27400728,44.9487003,LYNDALE
Arson,22,-93.27227525,44.95475046,LYNDALE
Arson,23,-93.27331798,44.9526454,LYNDALE
Arson,23,-93.27732008,44.9439077,LYNDALE
Arson,22,-93.27249833,44.95065645,LYNDALE
Arson,23,-93.27511629,44.94901498,LYNDALE
Arson,22,-93.26884324,44.96167895,LYNDALE
Arson,22,-93.27294395,44.95007877,LYNDALE
Arson,22,-93.2776813,44.95643153,LORING PARK
Arson,23,-93.27755288,44.94507984,LYNDALE
Arson,20,-93.26821855,44.95620462,LYNDALE
Arson,23,-93.27481328,44.94962671,LYNDALE
Arson,22,-93.27133568,44.95664725,LYNDALE
Arson,23,-93.27505624,44.94913623,LYNDALE
Arson,22,-93.26922859,44.960901,LYNDALE
Arson,23,-93.27655255,44.94611549,LYNDALE
Arson,22,-93.27500141,44.94171054,LYNDALE
Arson,22,-93.27413014,44.94088492,LYNDALE
Arson,22,-93.27780415,44.96729126,LYNDALE
Arson,21,-93.26949894,44.95454476,PHILLIPS WEST
Arson,23,-93.27693305,44.94534735,VENTURA VILLAGE
Arson,23,-93.27566848,44.94790024,VENTURA VILLAGE
Arson,22,-93.27558806,44.94226644,CENTRAL
Arson,21,-93.27144128,44.95202678,PHILLIPS WEST
Arson,23,-93.27654903,44.94540526,LYNDALE
Arson,22,-93.2742525,44.94100086,LYNDALE
Arson,23,-93.27598125,44.94726883,LYNDALE
Arson,23,-93.27764582,44.95329554,LORING PARK
Arson,23,-93.27713549,44.94464499,PHILLIPS WEST
Arson,22,-93.26902405,44.96131393,VENTURA VILLAGE
Arson,22,-93.27780278,44.96716977,LORING PARK
Arson,23,-93.27633028,44.9465642,VENTURA VILLAGE
Arson,23,-93.27558743,44.94806387,VENTURA VILLAGE
