country,year,sex,age,population,suicides_no
Sweden,2003,male,5-14 years,583622,1
Sweden,2003,male,55-74 years,922446,225
Sweden,2003,male,75+ years,307923,105
Sweden,2004,female,15-24 years,529514,32
Sweden,2004,female,25-34 years,570904,32
Sweden,2004,female,35-54 years,1199288,103
Sweden,2004,female,5-14 years,541753,4
Sweden,2004,female,55-74 years,975912,107
Sweden,2004,female,75+ years,486526,43
Sweden,2004,male,15-24 years,555650,90
Sweden,2004,male,25-34 years,590802,84
Sweden,2004,male,35-54 years,1240460,300
Sweden,2004,male,5-14 years,570311,3
Sweden,2004,male,55-74 years,943682,248
Sweden,2004,male,75+ years,309512,109
Sweden,2005,female,15-24 years,542149,36
Sweden,2005,female,25-34 years,568205,40
Sweden,2005,female,35-54 years,1198561,135
Sweden,2005,female,5-14 years,526739,4
Sweden,2005,female,55-74 years,991544,121
Sweden,2005,female,75+ years,486935,48
Sweden,2005,male,15-24 years,569180,68
Sweden,2005,male,25-34 years,588142,95
Sweden,2005,male,35-54 years,1238835,297
Sweden,2005,male,5-14 years,554489,5
Sweden,2005,male,55-74 years,962782,253
Sweden,2005,male,75+ years,311063,117
Sweden,2006,female,15-24 years,557351,51
Sweden,2006,female,25-34 years,565463,41
Sweden,2006,female,35-54 years,1202882,143
Sweden,2006,female,5-14 years,511860,2
Sweden,2006,female,55-74 years,1005125,94
Sweden,2006,female,75+ years,487029,49
Sweden,2006,male,15-24 years,586123,73
Sweden,2006,male,25-34 years,586595,79
Sweden,2006,male,35-54 years,1242768,284
Sweden,2006,male,5-14 years,538858,2
Sweden,2006,male,55-74 years,979423,265
Sweden,2006,male,75+ years,312567,114
Sweden,2007,female,15-24 years,573531,35
Sweden,2007,female,25-34 years,562738,28
Sweden,2007,female,35-54 years,1210389,129
Sweden,2007,female,5-14 years,500349,2
Sweden,2007,female,55-74 years,1018811,97
Sweden,2007,female,75+ years,485845,34
Sweden,2007,male,15-24 years,604397,69
Sweden,2007,male,25-34 years,585980,103
Sweden,2007,male,35-54 years,1251142,298
Sweden,2007,male,5-14 years,526368,5
Sweden,2007,male,55-74 years,995361,224
Sweden,2007,male,75+ years,314248,102
Sweden,2008,female,15-24 years,588321,40
Sweden,2008,female,25-34 years,561352,42
Sweden,2008,female,35-54 years,1217920,99
Sweden,2008,female,5-14 years,492594,4
Sweden,2008,female,55-74 years,1033770,88
Sweden,2008,female,75+ years,483517,42
Sweden,2008,male,15-24 years,619829,96
Sweden,2008,male,25-34 years,586538,96
Sweden,2008,male,35-54 years,1258502,292
Sweden,2008,male,5-14 years,518331,0
Sweden,2008,male,55-74 years,1012224,263
Sweden,2008,male,75+ years,315606,108
Sweden,2009,female,15-24 years,600839,43
Sweden,2009,female,25-34 years,561793,33
Sweden,2009,female,35-54 years,1226921,133
Sweden,2009,female,5-14 years,488574,3
Sweden,2009,female,55-74 years,1048846,106
Sweden,2009,female,75+ years,481488,36
Sweden,2009,male,15-24 years,632027,91
Sweden,2009,male,25-34 years,588185,111
Sweden,2009,male,35-54 years,1266615,313
Sweden,2009,male,5-14 years,514747,3
Sweden,2009,male,55-74 years,1029075,261
Sweden,2009,male,75+ years,316812,109
Sweden,2010,female,15-24 years,607958,31
Sweden,2010,female,25-34 years,564791,31
Sweden,2010,female,35-54 years,1234672,100
Sweden,2010,female,5-14 years,487899,2
Sweden,2010,female,55-74 years,1063334,105
Sweden,2010,female,75+ years,480218,34
Sweden,2010,male,15-24 years,639346,87
Sweden,2010,male,25-34 years,593020,106
Sweden,2010,male,35-54 years,1273933,280
Sweden,2010,male,5-14 years,514297,1
Sweden,2010,male,55-74 years,1044678,263
Sweden,2010,male,75+ years,318979,101
Sweden,2011,female,15-24 years,607514,36
Sweden,2011,female,25-34 years,571231,46
Sweden,2011,female,35-54 years,1238769,103
Sweden,2011,female,5-14 years,491569,2
Sweden,2011,female,55-74 years,1077463,98
Sweden,2011,female,75+ years,479833,38
Sweden,2011,male,15-24 years,639416,85
Sweden,2011,male,25-34 years,600789,107
Sweden,2011,male,35-54 years,1277205,263
Sweden,2011,male,5-14 years,518467,3
Sweden,2011,male,55-74 years,1059858,245
Sweden,2011,male,75+ years,322530,86
Sweden,2012,female,15-24 years,602499,34
Sweden,2012,female,25-34 years,580871,27
Sweden,2012,female,35-54 years,1241491,140
Sweden,2012,female,5-14 years,499876,4
Sweden,2012,female,55-74 years,1090751,89
Sweden,2012,female,75+ years,480219,41
Sweden,2012,male,15-24 years,635011,83
Sweden,2012,male,25-34 years,609527,113
Sweden,2012,male,35-54 years,1279633,257
Sweden,2012,male,5-14 years,527714,1
Sweden,2012,male,55-74 years,1074267,256
Sweden,2012,male,75+ years,327050,109
Sweden,2013,female,15-24 years,595101,48
Sweden,2013,female,25-34 years,593992,46
Sweden,2013,female,35-54 years,1244666,117
Sweden,2013,female,5-14 years,512011,1
Sweden,2013,female,55-74 years,1102468,108
Sweden,2013,female,75+ years,481818,48
Sweden,2013,male,15-24 years,628573,99
Sweden,2013,male,25-34 years,621904,111
Sweden,2013,male,35-54 years,1283078,266
Sweden,2013,male,5-14 years,540668,3
Sweden,2013,male,55-74 years,1086729,273
Sweden,2013,male,75+ years,333073,110
Sweden,2014,female,15-24 years,585957,36
Sweden,2014,female,25-34 years,609532,42
Sweden,2014,female,35-54 years,1249962,135
Sweden,2014,female,5-14 years,526361,4
Sweden,2014,female,55-74 years,1112312,101
Sweden,2014,female,75+ years,485940,45
Sweden,2014,male,15-24 years,621210,88
Sweden,2014,male,25-34 years,638657,114
Sweden,2014,male,35-54 years,1289581,238
Sweden,2014,male,5-14 years,556118,2
Sweden,2014,male,55-74 years,1097579,224
Sweden,2014,male,75+ years,341315,119
Sweden,2015,female,15-24 years,585957,38
Sweden,2015,female,25-34 years,609532,48
Sweden,2015,female,35-54 years,1249962,100
Sweden,2015,female,5-14 years,526361,5
Sweden,2015,female,55-74 years,1112312,102
Sweden,2015,female,75+ years,485940,38
Sweden,2015,male,15-24 years,621210,69
Sweden,2015,male,25-34 years,638657,108
Sweden,2015,male,35-54 years,1289581,288
Sweden,2015,male,5-14 years,556118,3
Sweden,2015,male,55-74 years,1097579,268
Sweden,2015,male,75+ years,341315,115
Sweden,2016,female,15-24 years,570983,36
Sweden,2016,female,25-34 years,641572,44
Sweden,2016,female,35-54 years,1257582,119
Sweden,2016,female,5-14 years,548650,3
Sweden,2016,female,55-74 years,1120938,104
Sweden,2016,female,75+ years,493341,45
Sweden,2016,male,15-24 years,605396,70
Sweden,2016,male,25-34 years,670158,114
Sweden,2016,male,35-54 years,1299990,266
Sweden,2016,male,5-14 years,579341,2
Sweden,2016,male,55-74 years,1106411,232
Sweden,2016,male,75+ years,359481,100
Switzerland,1979,female,15-24 years,474000,0
Switzerland,1979,female,25-34 years,485600,0
Switzerland,1979,female,35-54 years,811100,0
Switzerland,1979,female,5-14 years,448000,0
Switzerland,1979,female,55-74 years,626400,0
Switzerland,1979,female,75+ years,215600,0
Switzerland,1979,male,15-24 years,480700,0
Switzerland,1979,male,25-34 years,488700,0
Switzerland,1979,male,35-54 years,802400,0
Switzerland,1979,male,5-14 years,470900,0
Switzerland,1979,male,55-74 years,522600,0
Switzerland,1979,male,75+ years,118300,0
Switzerland,1980,female,15-24 years,481500,0
Switzerland,1980,female,25-34 years,484200,0
Switzerland,1980,female,35-54 years,820900,0
Switzerland,1980,female,5-14 years,434700,0
Switzerland,1980,female,55-74 years,629400,0
Switzerland,1980,female,75+ years,223700,0
Switzerland,1980,male,15-24 years,491200,0
Switzerland,1980,male,25-34 years,484500,0
Switzerland,1980,male,35-54 years,816200,0
Switzerland,1980,male,5-14 years,456700,0
Switzerland,1980,male,55-74 years,525300,0
Switzerland,1980,male,75+ years,122200,0
Switzerland,1981,female,15-24 years,489600,0
Switzerland,1981,female,25-34 years,484000,0
Switzerland,1981,female,35-54 years,832300,0
Switzerland,1981,female,5-14 years,421400,0
Switzerland,1981,female,55-74 years,632600,0
Switzerland,1981,female,75+ years,231400,0
Switzerland,1981,male,15-24 years,501300,0
Switzerland,1981,male,25-34 years,483500,0
Switzerland,1981,male,35-54 years,831900,0
Switzerland,1981,male,5-14 years,442500,0
Switzerland,1981,male,55-74 years,528100,0
Switzerland,1981,male,75+ years,126200,0
Switzerland,1982,female,15-24 years,496100,0
Switzerland,1982,female,25-34 years,484600,0
Switzerland,1982,female,35-54 years,845200,0
Switzerland,1982,female,5-14 years,408400,0
Switzerland,1982,female,55-74 years,635500,0
Switzerland,1982,female,75+ years,239000,0
Switzerland,1982,male,15-24 years,509100,0
Switzerland,1982,male,25-34 years,485300,0
Switzerland,1982,male,35-54 years,848100,0
Switzerland,1982,male,5-14 years,429300,0
Switzerland,1982,male,55-74 years,531500,0
Switzerland,1982,male,75+ years,130200,0
Switzerland,1983,female,15-24 years,495500,0
Switzerland,1983,female,25-34 years,483000,0
Switzerland,1983,female,35-54 years,856700,0
Switzerland,1983,female,5-14 years,395900,0
Switzerland,1983,female,55-74 years,637300,0
Switzerland,1983,female,75+ years,246700,0
Switzerland,1983,male,15-24 years,510000,0
Switzerland,1983,male,25-34 years,483000,0
Switzerland,1983,male,35-54 years,861300,0
Switzerland,1983,male,5-14 years,416700,0
Switzerland,1983,male,55-74 years,533600,0
Switzerland,1983,male,75+ years,134300,0
Switzerland,1984,female,15-24 years,495400,0
Switzerland,1984,female,25-34 years,483800,0
Switzerland,1984,female,35-54 years,867200,0
Switzerland,1984,female,5-14 years,384900,0
Switzerland,1984,female,55-74 years,638800,0
Switzerland,1984,female,75+ years,254800,0
Switzerland,1984,male,15-24 years,511400,0
Switzerland,1984,male,25-34 years,484500,0
Switzerland,1984,male,35-54 years,874200,0
Switzerland,1984,male,5-14 years,405200,0
Switzerland,1984,male,55-74 years,535900,0
Switzerland,1984,male,75+ years,138500,0
Switzerland,1985,female,15-24 years,494000,0
Switzerland,1985,female,25-34 years,486600,0
Switzerland,1985,female,35-54 years,876300,0
Switzerland,1985,female,5-14 years,376900,0
Switzerland,1985,female,55-74 years,641100,0
Switzerland,1985,female,75+ years,262900,0
Switzerland,1985,male,15-24 years,511700,0
Switzerland,1985,male,25-34 years,488600,0
Switzerland,1985,male,35-54 years,886200,0
Switzerland,1985,male,5-14 years,396100,0
Switzerland,1985,male,55-74 years,539000,0
Switzerland,1985,male,75+ years,142600,0
Switzerland,1986,female,15-24 years,491300,0
Switzerland,1986,female,25-34 years,492000,0
Switzerland,1986,female,35-54 years,885700,0
Switzerland,1986,female,5-14 years,370800,0
Switzerland,1986,female,55-74 years,643300,0
Switzerland,1986,female,75+ years,270400,0
Switzerland,1986,male,15-24 years,510000,0
Switzerland,1986,male,25-34 years,496000,0
Switzerland,1986,male,35-54 years,897100,0
Switzerland,1986,male,5-14 years,389300,0
Switzerland,1986,male,55-74 years,542700,0
Switzerland,1986,male,75+ years,146200,0
Switzerland,1987,female,15-24 years,487300,0
Switzerland,1987,female,25-34 years,499700,0
Switzerland,1987,female,35-54 years,895400,0
Switzerland,1987,female,5-14 years,367200,0
Switzerland,1987,female,55-74 years,645300,0
Switzerland,1987,female,75+ years,277400,0
Switzerland,1987,male,15-24 years,505400,0
Switzerland,1987,male,25-34 years,506300,0
Switzerland,1987,male,35-54 years,908100,0
Switzerland,1987,male,5-14 years,385100,0
Switzerland,1987,male,55-74 years,546500,0
Switzerland,1987,male,75+ years,150000,0
Switzerland,1988,female,15-24 years,480400,0
Switzerland,1988,female,25-34 years,509600,0
Switzerland,1988,female,35-54 years,906200,0
Switzerland,1988,female,5-14 years,366100,0
Switzerland,1988,female,55-74 years,647900,0
Switzerland,1988,female,75+ years,284100,0
Switzerland,1988,male,15-24 years,497500,0
Switzerland,1988,male,25-34 years,518300,0
Switzerland,1988,male,35-54 years,920200,0
Switzerland,1988,male,5-14 years,383400,0
Switzerland,1988,male,55-74 years,550400,0
Switzerland,1988,male,75+ years,153800,0
Switzerland,1989,female,15-24 years,470600,0
Switzerland,1989,female,25-34 years,521300,0
Switzerland,1989,female,35-54 years,917100,0
Switzerland,1989,female,5-14 years,366500,0
Switzerland,1989,female,55-74 years,651100,0
Switzerland,1989,female,75+ years,290200,0
Switzerland,1989,male,15-24 years,487400,0
Switzerland,1989,male,25-34 years,532200,0
Switzerland,1989,male,35-54 years,932600,0
Switzerland,1989,male,5-14 years,384100,0
Switzerland,1989,male,55-74 years,554800,0
Switzerland,1989,male,75+ years,157100,0
Switzerland,1990,female,15-24 years,460800,0
Switzerland,1990,female,25-34 years,534100,0
Switzerland,1990,female,35-54 years,929100,0
Switzerland,1990,female,5-14 years,369600,0
Switzerland,1990,female,55-74 years,655700,0
Switzerland,1990,female,75+ years,294000,0
Switzerland,1990,male,15-24 years,476400,0
Switzerland,1990,male,25-34 years,548200,0
Switzerland,1990,male,35-54 years,946500,0
Switzerland,1990,male,5-14 years,387200,0
Switzerland,1990,male,55-74 years,561000,0
Switzerland,1990,male,75+ years,159000,0
Switzerland,1991,female,15-24 years,452400,0
Switzerland,1991,female,25-34 years,547400,0
Switzerland,1991,female,35-54 years,942300,0
Switzerland,1991,female,5-14 years,375300,0
Switzerland,1991,female,55-74 years,662300,0
Switzerland,1991,female,75+ years,296000,0
Switzerland,1991,male,15-24 years,466200,0
Switzerland,1991,male,25-34 years,563600,0
Switzerland,1991,male,35-54 years,962800,0
Switzerland,1991,male,5-14 years,393400,0
Switzerland,1991,male,55-74 years,568400,0
Switzerland,1991,male,75+ years,159700,0
Switzerland,1992,female,15-24 years,443000,0
Switzerland,1992,female,25-34 years,570700,0
Switzerland,1992,female,35-54 years,956700,0
Switzerland,1992,female,5-14 years,378800,0
Switzerland,1992,female,55-74 years,668100,0
Switzerland,1992,female,75+ years,298000,0
Switzerland,1992,male,15-24 years,454200,0
Switzerland,1992,male,25-34 years,580700,0
Switzerland,1992,male,35-54 years,978100,0
Switzerland,1992,male,5-14 years,398700,0
Switzerland,1992,male,55-74 years,572900,0
Switzerland,1992,male,75+ years,160600,0
Switzerland,1993,female,15-24 years,433600,0
Switzerland,1993,female,25-34 years,578500,0
Switzerland,1993,female,35-54 years,971800,0
Switzerland,1993,female,5-14 years,386100,0
Switzerland,1993,female,55-74 years,674500,0
Switzerland,1993,female,75+ years,299300,0
Switzerland,1993,male,15-24 years,444700,0
Switzerland,1993,male,25-34 years,586300,0
Switzerland,1993,male,35-54 years,994400,0
Switzerland,1993,male,5-14 years,406500,0
Switzerland,1993,male,55-74 years,579200,0
Switzerland,1993,male,75+ years,161600,0
Switzerland,1994,female,15-24 years,425300,0
Switzerland,1994,female,25-34 years,583600,0
Switzerland,1994,female,35-54 years,987300,0
Switzerland,1994,female,5-14 years,392700,0
Switzerland,1994,female,55-74 years,681300,0
Switzerland,1994,female,75+ years,301200,0
Switzerland,1994,male,15-24 years,436100,0
Switzerland,1994,male,25-34 years,588200,0
Switzerland,1994,male,35-54 years,1010700,0
Switzerland,1994,male,5-14 years,413900,0
Switzerland,1994,male,55-74 years,586600,0
Switzerland,1994,male,75+ years,162800,0
Switzerland,1995,female,15-24 years,419100,28
Switzerland,1995,female,25-34 years,584300,45
Switzerland,1995,female,35-54 years,1003000,130
Switzerland,1995,female,5-14 years,398400,0
Switzerland,1995,female,55-74 years,686200,143
Switzerland,1995,female,75+ years,305100,55
Switzerland,1995,male,15-24 years,429600,104
Switzerland,1995,male,25-34 years,585400,146
Switzerland,1995,male,35-54 years,1026800,358
Switzerland,1995,male,5-14 years,420500,2
Switzerland,1995,male,55-74 years,593600,262
Switzerland,1995,male,75+ years,165500,146
Switzerland,1996,female,15-24 years,413000,23
Switzerland,1996,female,25-34 years,580400,50
Switzerland,1996,female,35-54 years,1017500,150
Switzerland,1996,female,5-14 years,403100,0
Switzerland,1996,female,55-74 years,689700,126
Switzerland,1996,female,75+ years,310600,73
Switzerland,1996,male,15-24 years,424200,105
Switzerland,1996,male,25-34 years,577800,153
Switzerland,1996,male,35-54 years,1040900,357
Switzerland,1996,male,5-14 years,426000,4
Switzerland,1996,male,55-74 years,599400,255
Switzerland,1996,male,75+ years,169600,136
Switzerland,1997,female,15-24 years,407400,23
Switzerland,1997,female,25-34 years,571900,43
Switzerland,1997,female,35-54 years,1029600,117
Switzerland,1997,female,5-14 years,406400,1
Switzerland,1997,female,55-74 years,695300,102
Switzerland,1997,female,75+ years,315500,92
Switzerland,1997,male,15-24 years,420100,97
Switzerland,1997,male,25-34 years,565900,147
Switzerland,1997,male,35-54 years,1051900,354
Switzerland,1997,male,5-14 years,429700,2
Switzerland,1997,male,55-74 years,608200,229
Switzerland,1997,male,75+ years,173300,134
Switzerland,1998,female,15-24 years,407368,23
Switzerland,1998,female,25-34 years,563300,30
Switzerland,1998,female,35-54 years,1043297,129
Switzerland,1998,female,5-14 years,408842,2
Switzerland,1998,female,55-74 years,703901,106
Switzerland,1998,female,75+ years,320373,72
Switzerland,1998,male,15-24 years,421825,92
Switzerland,1998,male,25-34 years,558838,159
Switzerland,1998,male,35-54 years,1067271,331
Switzerland,1998,male,5-14 years,432669,3
Switzerland,1998,male,55-74 years,620438,271
Switzerland,1998,male,75+ years,177045,153
Switzerland,1999,female,15-24 years,407508,21
Switzerland,1999,female,25-34 years,550183,37
Switzerland,1999,female,35-54 years,1057759,125
Switzerland,1999,female,5-14 years,411038,2
Switzerland,1999,female,55-74 years,713680,108
Switzerland,1999,female,75+ years,325491,74
Switzerland,1999,male,15-24 years,423265,85
Switzerland,1999,male,25-34 years,544276,133
Switzerland,1999,male,35-54 years,1080683,335
Switzerland,1999,male,5-14 years,435354,2
Switzerland,1999,male,55-74 years,634368,235
Switzerland,1999,male,75+ years,180723,139
Switzerland,2000,female,15-24 years,410136,20
Switzerland,2000,female,25-34 years,537823,47
Switzerland,2000,female,35-54 years,1072711,124
Switzerland,2000,female,5-14 years,412273,1
Switzerland,2000,female,55-74 years,723750,128
Switzerland,2000,female,75+ years,330903,79
Switzerland,2000,male,15-24 years,426957,79
Switzerland,2000,male,25-34 years,530378,147
Switzerland,2000,male,35-54 years,1094229,360
Switzerland,2000,male,5-14 years,436831,4
Switzerland,2000,male,55-74 years,649009,239
Switzerland,2000,male,75+ years,184589,152
Switzerland,2001,female,15-24 years,414858,21
Switzerland,2001,female,25-34 years,527458,35
Switzerland,2001,female,35-54 years,1087663,123
Switzerland,2001,female,5-14 years,413077,3
Switzerland,2001,female,55-74 years,734955,125
Switzerland,2001,female,75+ years,336369,86
Switzerland,2001,male,15-24 years,432247,95
Switzerland,2001,male,25-34 years,519553,101
Switzerland,2001,male,35-54 years,1108319,325
Switzerland,2001,male,5-14 years,438255,1
Switzerland,2001,male,55-74 years,664460,263
Switzerland,2001,male,75+ years,188628,160
Switzerland,2002,female,15-24 years,420181,28
Switzerland,2002,female,25-34 years,514628,31
Switzerland,2002,female,35-54 years,1109627,151
Switzerland,2002,female,5-14 years,413946,1
Switzerland,2002,female,55-74 years,751668,147
Switzerland,2002,female,75+ years,348120,108
Switzerland,2002,male,15-24 years,432755,77
Switzerland,2002,male,25-34 years,508396,140
Switzerland,2002,male,35-54 years,1123342,332
Switzerland,2002,male,5-14 years,436026,0
Switzerland,2002,male,55-74 years,686103,268
Switzerland,2002,male,75+ years,197218,163
Switzerland,2003,female,15-24 years,423129,21
Switzerland,2003,female,25-34 years,511185,28
Switzerland,2003,female,35-54 years,1116103,116
Switzerland,2003,female,5-14 years,412868,4
Switzerland,2003,female,55-74 years,757920,137
Switzerland,2003,female,75+ years,349975,115
Switzerland,2003,male,15-24 years,435746,79
Switzerland,2003,male,25-34 years,504671,85
Switzerland,2003,male,35-54 years,1129591,303
Switzerland,2003,male,5-14 years,435072,2
Switzerland,2003,male,55-74 years,694078,231
Switzerland,2003,male,75+ years,198955,148
Switzerland,2004,female,15-24 years,428412,21
Switzerland,2004,female,25-34 years,504589,34
Switzerland,2004,female,35-54 years,1128429,119
Switzerland,2004,female,5-14 years,410122,0
Switzerland,2004,female,55-74 years,769882,146
Switzerland,2004,female,75+ years,355144,107
Switzerland,2004,male,15-24 years,441485,64
Switzerland,2004,male,25-34 years,498009,86
Switzerland,2004,male,35-54 years,1140983,310
Switzerland,2004,male,5-14 years,432800,1
Switzerland,2004,male,55-74 years,709636,236
Switzerland,2004,male,75+ years,203675,160
Switzerland,2005,female,15-24 years,432571,23
Switzerland,2005,female,25-34 years,499595,40
Switzerland,2005,female,35-54 years,1139207,123
Switzerland,2005,female,5-14 years,405599,0
Switzerland,2005,female,55-74 years,780995,119
Switzerland,2005,female,75+ years,361212,95
Switzerland,2005,male,15-24 years,446784,69
Switzerland,2005,male,25-34 years,493144,90
Switzerland,2005,male,35-54 years,1150857,308
Switzerland,2005,male,5-14 years,428639,2
Switzerland,2005,male,55-74 years,724348,253
Switzerland,2005,male,75+ years,209040,177
Switzerland,2006,female,15-24 years,436450,23
Switzerland,2006,female,25-34 years,496129,34
Switzerland,2006,female,35-54 years,1149200,129
Switzerland,2006,female,5-14 years,399721,3
Switzerland,2006,female,55-74 years,791524,149
Switzerland,2006,female,75+ years,367433,108
Switzerland,2006,male,15-24 years,451849,64
Switzerland,2006,male,25-34 years,490111,95
Switzerland,2006,male,35-54 years,1160789,277
Switzerland,2006,male,5-14 years,422780,2
Switzerland,2006,male,55-74 years,737861,262
Switzerland,2006,male,75+ years,214630,163
Switzerland,2007,female,15-24 years,441640,36
Switzerland,2007,female,25-34 years,497366,32
Switzerland,2007,female,35-54 years,1159958,111
Switzerland,2007,female,5-14 years,394319,1
Switzerland,2007,female,55-74 years,802392,138
Switzerland,2007,female,75+ years,373618,122
Switzerland,2007,male,15-24 years,457991,74
Switzerland,2007,male,25-34 years,493019,80
Switzerland,2007,male,35-54 years,1173821,297
Switzerland,2007,male,5-14 years,417683,3
Switzerland,2007,male,55-74 years,751082,275
Switzerland,2007,male,75+ years,220706,191
Switzerland,2008,female,15-24 years,447843,29
Switzerland,2008,female,25-34 years,504566,35
Switzerland,2008,female,35-54 years,1172352,112
Switzerland,2008,female,5-14 years,390773,0
Switzerland,2008,female,55-74 years,814507,160
Switzerland,2008,female,75+ years,379587,117
Switzerland,2008,male,15-24 years,465273,64
Switzerland,2008,male,25-34 years,502793,79
Switzerland,2008,male,35-54 years,1190221,291
Switzerland,2008,male,5-14 years,414488,1
Switzerland,2008,male,55-74 years,765611,251
Switzerland,2008,male,75+ years,226861,175
Switzerland,2009,female,15-24 years,452598,20
Switzerland,2009,female,25-34 years,512791,25
Switzerland,2009,female,35-54 years,1184336,106
Switzerland,2009,female,5-14 years,388714,1
Switzerland,2009,female,55-74 years,827353,85
Switzerland,2009,female,75+ years,385288,41
Switzerland,2009,male,15-24 years,470230,75
Switzerland,2009,male,25-34 years,512293,72
Switzerland,2009,male,35-54 years,1204496,311
Switzerland,2009,male,5-14 years,412300,3
Switzerland,2009,male,55-74 years,780927,242
Switzerland,2009,male,75+ years,233232,124
Switzerland,2010,female,15-24 years,455057,15
Switzerland,2010,female,25-34 years,519835,32
Switzerland,2010,female,35-54 years,1193316,103
Switzerland,2010,female,5-14 years,386816,0
Switzerland,2010,female,55-74 years,840601,96
Switzerland,2010,female,75+ years,391055,36
Switzerland,2010,male,15-24 years,472649,47
Switzerland,2010,male,25-34 years,519177,74
Switzerland,2010,male,35-54 years,1213413,267
Switzerland,2010,male,5-14 years,410594,2
Switzerland,2010,male,55-74 years,796644,220
Switzerland,2010,male,75+ years,239990,114
Switzerland,2011,female,15-24 years,459710,15
Switzerland,2011,female,25-34 years,528301,25
Switzerland,2011,female,35-54 years,1199133,98
Switzerland,2011,female,5-14 years,388670,1
Switzerland,2011,female,55-74 years,853485,94
Switzerland,2011,female,75+ years,391559,44
Switzerland,2011,male,15-24 years,478339,67
Switzerland,2011,male,25-34 years,537091,81
Switzerland,2011,male,35-54 years,1217823,261
Switzerland,2011,male,5-14 years,409701,2
Switzerland,2011,male,55-74 years,810438,221
Switzerland,2011,male,75+ years,243790,125
Switzerland,2012,female,15-24 years,460498,10
Switzerland,2012,female,25-34 years,536457,29
Switzerland,2012,female,35-54 years,1205654,104
Switzerland,2012,female,5-14 years,387636,0
Switzerland,2012,female,55-74 years,869527,102
Switzerland,2012,female,75+ years,396763,41
Switzerland,2012,male,15-24 years,479646,65
Switzerland,2012,male,25-34 years,546564,66
Switzerland,2012,male,35-54 years,1224836,251
Switzerland,2012,male,5-14 years,408718,3
Switzerland,2012,male,55-74 years,829160,238
Switzerland,2012,male,75+ years,250132,129
Switzerland,2013,female,15-24 years,460483,17
Switzerland,2013,female,25-34 years,545796,21
Switzerland,2013,female,35-54 years,1212632,100
Switzerland,2013,female,5-14 years,388582,1
Switzerland,2013,female,55-74 years,886881,109
Switzerland,2013,female,75+ years,401512,37
Switzerland,2013,male,15-24 years,480011,52
Switzerland,2013,male,25-34 years,556884,78
Switzerland,2013,male,35-54 years,1233315,255
Switzerland,2013,male,5-14 years,409829,2
Switzerland,2013,male,55-74 years,848732,253
Switzerland,2013,male,75+ years,256661,146
Switzerland,2014,female,15-24 years,468004,14
Switzerland,2014,female,25-34 years,565099,30
Switzerland,2014,female,35-54 years,1223053,95
Switzerland,2014,female,5-14 years,387232,2
Switzerland,2014,female,55-74 years,904916,88
Switzerland,2014,female,75+ years,408120,47
Switzerland,2014,male,15-24 years,488444,48
Switzerland,2014,male,25-34 years,572530,68
Switzerland,2014,male,35-54 years,1244576,245
Switzerland,2014,male,5-14 years,408680,2
Switzerland,2014,male,55-74 years,871329,249
Switzerland,2014,male,75+ years,267638,144
Switzerland,2015,female,15-24 years,462559,20
Switzerland,2015,female,25-34 years,577973,24
Switzerland,2015,female,35-54 years,1227126,111
Switzerland,2015,female,5-14 years,390910,2
Switzerland,2015,female,55-74 years,922222,82
Switzerland,2015,female,75+ years,414205,41
Switzerland,2015,male,15-24 years,482708,62
Switzerland,2015,male,25-34 years,586880,80
Switzerland,2015,male,35-54 years,1248988,242
Switzerland,2015,male,5-14 years,411880,2
Switzerland,2015,male,55-74 years,891482,264
Switzerland,2015,male,75+ years,275569,143
Syrian Arab Republic,1980,female,15-24 years,,1
Syrian Arab Republic,1980,female,25-34 years,,1
Syrian Arab Republic,1980,female,35-54 years,,3
Syrian Arab Republic,1980,female,5-14 years,,0
Syrian Arab Republic,1980,female,55-74 years,,0
Syrian Arab Republic,1980,female,75+ years,,0
Syrian Arab Republic,1980,male,15-24 years,,9
Syrian Arab Republic,1980,male,25-34 years,,11
Syrian Arab Republic,1980,male,35-54 years,,14
Syrian Arab Republic,1980,male,5-14 years,,2
Syrian Arab Republic,1980,male,55-74 years,,0
Syrian Arab Republic,1980,male,75+ years,,0
Syrian Arab Republic,1981,female,15-24 years,,3
Syrian Arab Republic,1981,female,25-34 years,,1
Syrian Arab Republic,1981,female,35-54 years,,0
Syrian Arab Republic,1981,female,5-14 years,,0
Syrian Arab Republic,1981,female,55-74 years,,1
Syrian Arab Republic,1981,female,75+ years,,0
Syrian Arab Republic,1981,male,15-24 years,,5
Syrian Arab Republic,1981,male,25-34 years,,6
Syrian Arab Republic,1981,male,35-54 years,,6
Syrian Arab Republic,1981,male,5-14 years,,1
Syrian Arab Republic,1981,male,55-74 years,,8
Syrian Arab Republic,1981,male,75+ years,,0
Syrian Arab Republic,1984,female,15-24 years,,1
Syrian Arab Republic,1984,female,25-34 years,,0
Syrian Arab Republic,1984,female,35-54 years,,0
Syrian Arab Republic,1984,female,5-14 years,,0
Syrian Arab Republic,1984,female,55-74 years,,1
Syrian Arab Republic,1984,female,75+ years,,0
Syrian Arab Republic,1984,male,15-24 years,,2
Syrian Arab Republic,1984,male,25-34 years,,0
Syrian Arab Republic,1984,male,35-54 years,,0
Syrian Arab Republic,1984,male,5-14 years,,3
Syrian Arab Republic,1984,male,55-74 years,,2
